,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,18.28,19.91,23.73,27.42,31.49,34.14,35.62,35.37,32.85,28.68,24.03,19.85
1,1.35,1.35,1.32,1.32,1.36,1.36,1.32,1.31,1.32,1.32,1.35,1.36
