Country,Anomaly
Afghanistan,1.386
Albania,1.189
Algeria,1.193
American Samoa,1.1079999999999999
Andorra,1.5619999999999998
Angola,1.006
Anguilla,
Antarctica,0.662
Antigua and Barbuda,0.884
Argentina,1.072
Armenia,1.1540000000000001
Aruba,
Australia,1.016
Austria,1.4909999999999999
Azerbaijan,1.33
Bahamas,
Bahrain,1.7930000000000001
Bangladesh,0.958
Barbados,0.894
Belarus,1.633
Belgium,1.473
Belize,0.659
Benin,1.0390000000000001
Bhutan,1.158
Bolivia,0.821
Bosnia and Herzegovina,1.391
Botswana,0.664
Brazil,1.14
British Virgin Islands,
Bulgaria,1.1159999999999999
Burkina Faso,1.041
Burundi,1.135
Cambodia,0.856
Cameroon,1.078
Canada,1.621
Cape Verde,
Cayman Islands,
Central African Republic,1.189
Chad,0.903
Chile,0.899
China,1.4280000000000002
Colombia,0.675
Comoros,1.001
Congo,
Costa Rica,0.611
Croatia,1.501
Cuba,0.895
Curaçao,
Cyprus,0.863
Czechia,
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,1.337
Djibouti,1.492
Dominica,0.92
Dominican Republic,0.7190000000000001
Ecuador,0.856
Egypt,0.8220000000000001
El Salvador,0.552
Equatorial Guinea,1.0190000000000001
Eritrea,1.357
Estonia,1.472
eSwatini,
Ethiopia,1.2229999999999999
Falkland Islands (Islas Malvinas),
Faroe Islands,
Fiji,1.026
Finland,1.307
France,1.337
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,1.026
Gambia,1.489
Georgia,1.202
Germany,1.443
Ghana,1.124
Greece,0.893
Greenland,
Grenada,0.88
Guadeloupe,
Guam,1.004
Guatemala,0.583
Guernsey,
Guinea,1.2590000000000001
Guinea-Bissau,1.405
Guyana,0.9740000000000001
Haiti,0.706
Heard Island and McDonald Islands,
Honduras,0.625
Hong Kong,
Hungary,1.3
Iceland,1.348
India,0.9009999999999999
Indonesia,0.8
Iran,1.682
Iraq,1.699
Ireland,1.114
Isle of Man,
Israel,1.03
Italy,1.403
Jamaica,0.7759999999999999
Japan,0.542
Jersey,
Jordan,1.17
Kazakhstan,1.511
Kenya,1.215
Kiribati,1.0759999999999998
Kuwait,1.851
Kyrgyzstan,1.182
Laos,0.78
Latvia,1.462
Lebanon,1.093
Lesotho,0.755
Liberia,1.107
Libya,0.537
Liechtenstein,1.446
Lithuania,1.5119999999999998
Luxembourg,1.432
Macau,
Macedonia,1.18
Madagascar,1.056
Malawi,1.038
Malaysia,0.823
Mali,1.244
Malta,1.044
Martinique,
Mauritania,1.71
Mauritius,1.107
Mayotte,
Mexico,0.9279999999999999
Micronesia,1.208
Moldova,1.472
Monaco,1.505
Mongolia,2.381
Montenegro,1.2830000000000001
Montserrat,
Morocco,1.821
Mozambique,0.82
Myanmar,
Namibia,0.955
Nepal,1.095
Netherlands,1.4680000000000002
New Caledonia,
New Zealand,0.772
Nicaragua,0.597
Niger,0.825
Nigeria,1.042
Niue,
North Korea,1.109
Northern Mariana Islands,
Norway,1.329
Oman,1.455
Pakistan,1.157
Palau,0.823
Palestina,
Panama,0.672
Papua New Guinea,1.016
Paraguay,1.123
Peru,0.804
Philippines,0.765
Poland,1.3519999999999999
Portugal,1.61
Puerto Rico,0.767
Qatar,1.757
Reunion,
Romania,1.255
Russia,2.3609999999999998
Rwanda,1.109
Saint Barthélemy,
Saint Kitts and Nevis,0.8959999999999999
Saint Lucia,0.899
Saint Martin,
Saint Pierre and Miquelon,
Saint Vincent and the Grenadines,0.9
Samoa,1.047
San Marino,1.521
Sao Tome and Principe,
Saudi Arabia,1.564
Senegal,1.493
Serbia,
Seychelles,1.115
Sierra Leone,1.22
Singapore,0.863
Sint Maarten,
Slovakia,1.183
Slovenia,1.594
Solomon Islands,1.102
Somalia,1.358
South Africa,0.871
South Georgia and the South Sandwich Isla,
South Korea,0.956
Spain,1.729
Sri Lanka,0.9179999999999999
Sudan,1.131
Suriname,0.9940000000000001
Svalbard and Jan Mayen,
Sweden,1.237
Switzerland,1.449
Syria,1.237
Taiwan,1.192
Tajikistan,1.031
Tanzania,
Thailand,0.759
Timor-Leste,
Togo,1.082
Tonga,0.9670000000000001
Trinidad and Tobago,0.932
Tunisia,0.94
Turkey,0.955
Turkmenistan,1.412
Turks and Caicas Islands,
Uganda,1.155
Ukraine,1.715
United Arab Emirates,1.71
United Kingdom,1.218
United States of America,
Uruguay,1.5590000000000002
Uzbekistan,1.3230000000000002
Venezuela,0.8140000000000001
Vietnam,0.853
Virgin Islands,0.838
Western Sahara,1.828
Yemen,1.379
Zambia,0.893
Zimbabwe,0.5
Åland,
Global Land,1.3119999999999998
