,Country,Anomaly,Unc.
0,Afghanistan,0.182,0.151
1,Albania,-0.162,0.371
2,Algeria,-0.217,0.301
3,Andorra,-0.285,0.209
4,Angola,0.094,1.064
5,Anguilla,-0.609,0.183
6,Antigua and Barb,-0.49,0.215
7,Argentina,-0.52,0.193
8,Armenia,0.284,0.522
9,Aruba,-0.563,0.254
10,Australia,-0.126,0.214
11,Austria,-0.748,0.2
12,Azerbaijan,0.141,0.364
13,Bahamas,-0.518,0.611
14,Bahrain,0.046,0.45
15,Bangladesh,-0.0,0.174
16,Barbados,-0.643,0.127
17,Belarus,-1.06,0.23600000000000002
18,Belgium,-0.96,0.188
19,Belize,-0.175,0.29
20,Benin,0.20199999999999999,0.278
21,Bhutan,0.127,0.17300000000000001
22,Bolivia,-0.594,0.24
23,Bosnia and Herz,-0.742,0.214
24,Botswana,0.47100000000000003,0.364
25,Brazil,-0.516,0.11900000000000001
26,British Virgin Is,-0.74,0.168
27,Bulgaria,-0.086,0.311
28,Burkina Faso,0.08900000000000001,0.51
29,Burma,-0.07,0.26
30,Burundi,-0.131,0.37799999999999995
31,Cambodia,-0.22399999999999998,0.317
32,Cameroon,-0.006999999999999999,0.722
33,Canada,-0.32799999999999996,0.33799999999999997
34,Cayman Is,0.055,0.175
35,Central African Rep,-0.268,0.602
36,Chad,-0.086,0.99
37,Chile,-0.502,0.23399999999999999
38,China,-0.045,0.19699999999999998
39,Colombia,-0.494,0.33899999999999997
40,Comoros,-0.23399999999999999,0.52
41,Congo,-0.39899999999999997,0.677
42,Costa Rica,-0.17600000000000002,0.212
43,Croatia,-0.746,0.157
44,Cuba,-0.188,0.264
45,Curaçao,-0.606,0.287
46,Cyprus,-0.034,0.364
47,Czechia,-1.263,0.121
48,Côte d'Ivoire,-0.098,0.275
49,Dem. Rep. Congo,-0.281,0.47700000000000004
50,Denmark,-1.146,0.16
51,Djibouti,-0.462,0.78
52,Dominica,-0.5479999999999999,0.138
53,Dominican Rep,-0.5820000000000001,0.281
54,Ecuador,-0.295,0.46799999999999997
55,Egypt,-0.031,0.285
