,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,26.96,27.13,27.24,26.78,26.02,24.77,24.03,23.81,24.26,25.21,26.41,26.92
1,0.63,0.63,0.60,0.58,0.59,0.60,0.60,0.59,0.61,0.63,0.59,0.59
