,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-4.03,-2.22,1.39,5.75,10.49,14.02,15.48,14.97,11.88,6.80,1.71,-2.55
1,0.38,0.24,0.24,0.28,0.31,0.32,0.30,0.25,0.20,0.27,0.33,0.38
