,Country,Anomaly,Unc.
0,Afghanistan,0.369,0.42100000000000004
1,Albania,-0.28300000000000003,0.3
2,Algeria,0.67,0.6990000000000001
3,Andorra,0.755,0.34299999999999997
4,Angola,,
5,Anguilla,-0.359,0.36
6,Antigua and Barb,-0.33899999999999997,0.384
7,Argentina,-0.276,0.47
8,Armenia,0.892,0.664
9,Aruba,-0.355,0.381
10,Australia,-0.5,0.344
11,Austria,0.198,0.381
12,Azerbaijan,0.7290000000000001,0.621
13,Bahamas,0.078,0.593
14,Bahrain,-0.276,0.455
15,Bangladesh,-0.45399999999999996,0.35700000000000004
16,Barbados,-0.35600000000000004,0.495
17,Belarus,0.551,0.41200000000000003
18,Belgium,0.607,0.51
19,Belize,-0.168,0.618
20,Benin,0.146,0.7390000000000001
21,Bhutan,-0.508,0.37200000000000005
22,Bolivia,-0.442,0.7090000000000001
23,Bosnia and Herz,-0.109,0.381
24,Botswana,-0.16699999999999998,0.75
25,Brazil,-0.342,0.43
26,British Virgin Is,-0.37,0.341
27,Bulgaria,0.153,0.309
28,Burkina Faso,0.455,0.983
29,Burma,-0.532,0.35200000000000004
30,Burundi,0.20600000000000002,0.35
31,Cambodia,-0.6679999999999999,0.289
32,Cameroon,0.35100000000000003,1.016
33,Canada,-0.87,0.444
34,Cayman Is,-0.183,0.29
35,Central African Rep,0.35600000000000004,1.013
36,Chad,0.34299999999999997,1.065
37,Chile,-0.262,0.502
38,China,-0.105,0.231
39,Colombia,-0.23399999999999999,0.5489999999999999
40,Comoros,-0.49700000000000005,0.405
41,Congo,0.146,0.457
42,Costa Rica,-0.111,0.52
43,Croatia,0.02,0.39
44,Cuba,-0.047,0.424
45,Curaçao,-0.514,0.24100000000000002
46,Cyprus,-0.341,0.48100000000000004
47,Czechia,0.195,0.304
48,Côte d'Ivoire,0.016,0.504
49,Dem. Rep. Congo,0.092,0.312
50,Denmark,0.674,0.41600000000000004
51,Djibouti,-0.252,0.44799999999999995
52,Dominica,-0.33399999999999996,0.442
53,Dominican Rep,-0.295,0.366
54,Ecuador,,
55,Egypt,-0.442,0.408
56,El Salvador,-0.18100000000000002,0.49200000000000005
57,Eq. Guinea,0.062,0.705
58,Eritrea,-0.309,0.47700000000000004
59,Estonia,-0.185,0.40299999999999997
60,Ethiopia,-0.086,0.358
61,Faeroe Is,-0.39,0.452
62,Falkland Is,-0.624,0.4
63,Fiji,-0.302,0.298
64,Finland,-1.621,0.349
65,Fr. Polynesia,-0.10099999999999999,0.504
66,France,0.774,0.434
67,French Guiana,-0.617,0.5579999999999999
68,Gabon,0.038,0.635
69,Gambia,0.304,0.583
70,Gaza Strip,-0.40700000000000003,0.336
71,Georgia,0.6659999999999999,0.428
72,Germany,0.514,0.49200000000000005
73,Ghana,0.151,0.802
74,Greece,-0.299,0.33399999999999996
75,Greenland,-1.735,1.06
76,Guadeloupe,-0.43200000000000005,0.361
77,Guatemala,-0.245,0.505
78,Guernsey,0.75,0.27399999999999997
79,Guinea,0.39799999999999996,0.8759999999999999
80,Guinea-Bissau,0.261,0.589
81,Guyana,-0.341,0.46
82,Haiti,-0.21600000000000003,0.36200000000000004
83,Honduras,-0.11599999999999999,0.485
84,Hong Kong,-0.8490000000000001,0.319
85,Hungary,-0.009000000000000001,0.41700000000000004
86,Iceland,-1.061,0.49200000000000005
87,India,0.135,0.275
88,Indonesia,-0.648,0.433
89,Iran,0.281,0.457
90,Iraq,-0.022000000000000002,0.377
91,Ireland,0.379,0.423
92,Isle of Man,0.591,0.34700000000000003
93,Israel,-0.355,0.369
94,Italy,0.134,0.405
95,Jamaica,-0.18,0.474
96,Japan,-0.41700000000000004,0.32
97,Jersey,0.75,0.27399999999999997
98,Jordan,-0.344,0.36200000000000004
99,Kazakhstan,1.43,0.41700000000000004
100,Kenya,0.033,0.332
101,Kuwait,-0.213,0.45899999999999996
102,Kyrgyzstan,0.7120000000000001,0.461
103,Laos,-0.7390000000000001,0.23800000000000002
104,Latvia,0.303,0.445
105,Lebanon,-0.287,0.39799999999999996
106,Lesotho,-0.598,0.439
107,Liberia,0.172,0.693
108,Libya,-0.10800000000000001,0.313
109,Liechtenstein,0.364,0.424
110,Lithuania,0.597,0.495
111,Luxembourg,0.586,0.518
112,Macao,-0.8390000000000001,0.321
113,Macedonia,-0.213,0.306
114,Madagascar,-0.758,0.67
115,Malawi,-0.374,0.294
116,Malaysia,-0.665,0.474
117,Mali,0.72,1.1320000000000001
118,Malta,-0.27399999999999997,0.38
119,Martinique,-0.45799999999999996,0.37200000000000005
120,Mauritania,0.76,0.929
121,Mauritius,-0.27,0.626
122,Mayotte,-0.48200000000000004,0.27
123,Mexico,-0.682,0.39299999999999996
124,Moldova,0.5539999999999999,0.376
125,Mongolia,0.5529999999999999,0.6659999999999999
126,Montenegro,-0.18100000000000002,0.324
127,Montserrat,-0.425,0.36
128,Morocco,0.6759999999999999,0.377
129,Mozambique,-0.599,0.361
130,Namibia,-0.098,0.6
131,Nepal,-0.28,0.31
132,Netherlands,0.604,0.493
133,New Caledonia,-0.616,0.447
134,New Zealand,-0.475,0.281
135,Nicaragua,-0.08900000000000001,0.485
136,Niger,0.541,0.982
137,Nigeria,0.41,1.013
138,Niue,-0.228,0.381
139,North Korea,0.307,0.389
140,Norway,-0.7959999999999999,0.336
141,Oman,-0.268,0.389
142,Pakistan,0.14300000000000002,0.321
143,Palestine,-0.535,0.389
144,Panama,-0.128,0.498
145,Papua New Guinea,,
146,Paraguay,-0.226,0.456
147,Peru,-0.39799999999999996,0.759
148,Philippines,-0.645,0.556
149,Poland,0.48100000000000004,0.39299999999999996
150,Portugal,0.977,0.316
151,Puerto Rico,-0.384,0.423
152,Qatar,-0.3,0.446
153,Reunion,-0.35600000000000004,0.39799999999999996
154,Romania,0.19,0.314
155,Russia,0.633,0.49700000000000005
156,Rwanda,0.23,0.365
157,S. Geo. and the Is,-0.368,0.711
158,Saint Lucia,-0.377,0.45899999999999996
159,Samoa,-0.21100000000000002,0.34600000000000003
160,San Marino,0.027999999999999997,0.387
161,Saudi Arabia,-0.455,0.46
162,Senegal,0.465,0.7509999999999999
163,Serbia,-0.157,0.37799999999999995
164,Seychelles,-0.46299999999999997,0.7190000000000001
165,Sierra Leone,0.24600000000000002,0.649
166,Singapore,-0.56,0.32899999999999996
167,Slovakia,0.109,0.387
168,Slovenia,0.147,0.359
169,Solomon Is,,
170,Somalia,-0.162,0.369
171,South Africa,-0.508,0.391
172,South Korea,-0.161,0.387
173,Spain,0.938,0.303
174,Sri Lanka,-0.06,0.41200000000000003
175,St. Pierre and Miquelon,-1.015,0.48200000000000004
176,St. Vin. and Gren,-0.38799999999999996,0.445
177,Sudan,-0.087,0.55
178,Suriname,-0.431,0.358
179,Svalbard and Jan Mayen,-1.314,1.329
180,Swaziland,-0.728,0.551
181,Sweden,-0.764,0.318
182,Switzerland,0.48700000000000004,0.457
183,Syria,-0.081,0.402
184,São Tomé and Principe,-0.011000000000000001,0.516
185,Taiwan,-1.005,0.42
186,Tajikistan,0.495,0.32
187,Tanzania,-0.293,0.32299999999999995
188,Thailand,-0.6509999999999999,0.326
189,Timor-Leste,-0.8220000000000001,0.469
190,Togo,0.047,0.667
191,Tonga,-0.14400000000000002,0.40399999999999997
192,Trinidad and Tobago,-0.21600000000000003,0.652
193,Tunisia,0.20800000000000002,0.252
194,Turkey,0.048,0.41700000000000004
195,Turkmenistan,1.051,0.6629999999999999
196,Turks and Caicos Is,-0.151,0.381
197,U.S. Virgin Is,-0.348,0.397
198,Uganda,0.188,0.37
199,Ukraine,0.557,0.381
200,United Arab Emirates,-0.265,0.402
201,United Kingdom,0.483,0.444
202,United States,-0.696,0.321
203,Uruguay,-0.251,0.44799999999999995
204,Uzbekistan,1.228,0.519
205,Venezuela,-0.257,0.508
206,Vietnam,-0.679,0.23600000000000002
207,W. Sahara,0.682,0.531
208,Yemen,-0.418,0.43200000000000005
209,Zambia,-0.062,0.564
210,Zimbabwe,-0.355,0.713
211,Åland,-0.599,0.371
