,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.56,25.75,26.18,26.29,26.31,26.14,26.28,26.88,27.47,27.53,27.20,26.09
1,0.30,0.28,0.29,0.31,0.31,0.30,0.28,0.28,0.31,0.35,0.32,0.29
