Country,Anomaly
Afghanistan,
Albania,-0.28600000000000003
Algeria,
American Samoa,
Andorra,-0.33299999999999996
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,-0.177
Azerbaijan,
Bahamas,
Bahrain,
Bangladesh,
Barbados,
Belarus,-0.402
Belgium,-0.385
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,-0.2
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,-0.358
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.18100000000000002
Cuba,
Curaçao,
Cyprus,
Czechia,-0.27399999999999997
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-0.47100000000000003
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,-0.503
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.589
Fiji,
Finland,-0.57
France,-0.355
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,-0.332
Ghana,
Greece,-0.405
Greenland,
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,-0.366
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,-0.27
Iceland,
India,
Indonesia,
Iran,
Iraq,
Ireland,-0.568
Isle of Man,-0.414
Israel,
Italy,-0.22699999999999998
Jamaica,
Japan,
Jersey,-0.366
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,-0.426
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,-0.166
Lithuania,-0.366
Luxembourg,-0.36
Macau,
Macedonia,-0.31
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,-0.19699999999999998
Martinique,
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,-0.45
Monaco,-0.275
Mongolia,
Montenegro,-0.22899999999999998
Montserrat,
Morocco,
Mozambique,
Myanmar,
Namibia,
Nepal,
Netherlands,-0.428
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,-0.48700000000000004
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-0.325
Portugal,-0.48200000000000004
Puerto Rico,
Qatar,
Reunion,
Romania,-0.36700000000000005
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-0.7979999999999999
Saint Vincent and the Grenadines,
Samoa,
San Marino,-0.184
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.14400000000000002
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,-0.33399999999999996
Slovenia,-0.149
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,-0.414
Sri Lanka,
Sudan,
Suriname,
Svalbard and Jan Mayen,-0.32799999999999996
Sweden,-0.498
Switzerland,-0.252
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,-0.242
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,-0.48200000000000004
United Arab Emirates,
United Kingdom,-0.539
United States of America,
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,-0.5489999999999999
Global Land,-0.521
