,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-9.92,-7.19,-0.62,6.85,13.29,17.34,21.08,21.33,15.96,9.15,1.23,-6.72
1,0.62,0.61,0.59,0.59,0.62,0.63,0.61,0.60,0.59,0.59,0.59,0.61
