Country,Anomaly
Afghanistan,
Albania,-0.429
Algeria,-0.48700000000000004
American Samoa,
Andorra,-0.33299999999999996
Angola,
Anguilla,-0.768
Antarctica,
Antigua and Barbuda,-0.684
Argentina,
Armenia,-0.506
Aruba,-0.807
Australia,
Austria,-0.406
Azerbaijan,-0.555
Bahamas,-0.616
Bahrain,
Bangladesh,
Barbados,-0.7
Belarus,-0.38799999999999996
Belgium,-0.36
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,-0.40700000000000003
Botswana,
Brazil,
British Virgin Islands,-0.769
Bulgaria,-0.381
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,-0.542
Cape Verde,
Cayman Islands,-0.638
Central African Republic,
Chad,
Chile,
China,-0.614
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.405
Cuba,-0.619
Curaçao,-0.799
Cyprus,-0.434
Czechia,-0.48700000000000004
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-0.44799999999999995
Djibouti,
Dominica,-0.696
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,-0.41100000000000003
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.42
Fiji,
Finland,-0.406
France,-0.327
French Guiana,-0.7609999999999999
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,-0.511
Germany,-0.44299999999999995
Ghana,
Greece,-0.46
Greenland,-0.826
Grenada,-0.71
Guadeloupe,-0.778
Guam,
Guatemala,
Guernsey,-0.24100000000000002
Guinea,
Guinea-Bissau,
Guyana,-0.7140000000000001
Haiti,-0.6509999999999999
Heard Island and McDonald Islands,
Honduras,
Hong Kong,-0.7859999999999999
Hungary,-0.445
Iceland,-0.505
India,
Indonesia,
Iran,
Iraq,-0.491
Ireland,-0.40399999999999997
Isle of Man,-0.314
Israel,-0.483
Italy,-0.44
Jamaica,-0.665
Japan,-0.722
Jersey,-0.24100000000000002
Jordan,-0.506
Kazakhstan,-0.747
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,-0.408
Lebanon,-0.446
Lesotho,
Liberia,
Libya,
Liechtenstein,-0.35200000000000004
Lithuania,-0.41
Luxembourg,-0.373
Macau,-0.789
Macedonia,-0.42
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,-0.358
Martinique,-0.7809999999999999
Mauritania,
Mauritius,
Mayotte,
Mexico,-0.6990000000000001
Micronesia,
Moldova,-0.389
Monaco,-0.42100000000000004
Mongolia,-0.638
Montenegro,-0.395
Montserrat,-0.777
Morocco,-0.42700000000000005
Mozambique,
Myanmar,-0.821
Namibia,
Nepal,
Netherlands,-0.41200000000000003
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,-0.6
Northern Mariana Islands,
Norway,-0.41200000000000003
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-0.44799999999999995
Portugal,-0.41100000000000003
Puerto Rico,
Qatar,
Reunion,
Romania,-0.41
Russia,-0.38799999999999996
Rwanda,
Saint Barthélemy,-0.706
Saint Kitts and Nevis,-0.691
Saint Lucia,-0.708
Saint Martin,-0.768
Saint Pierre and Miquelon,-1.02
Saint Vincent and the Grenadines,-0.7140000000000001
Samoa,
San Marino,-0.43700000000000006
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.406
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,-0.768
Slovakia,-0.47700000000000004
Slovenia,-0.395
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,-0.6729999999999999
Spain,-0.376
Sri Lanka,
Sudan,
Suriname,-0.695
Svalbard and Jan Mayen,-0.39399999999999996
Sweden,-0.385
Switzerland,-0.40299999999999997
Syria,-0.46799999999999997
Taiwan,-0.685
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,-0.715
Tunisia,-0.374
Turkey,-0.456
Turkmenistan,-0.63
Turks and Caicas Islands,-0.7070000000000001
Uganda,
Ukraine,-0.406
United Arab Emirates,
United Kingdom,-0.40399999999999997
United States of America,-0.609
Uruguay,
Uzbekistan,-0.703
Venezuela,-0.754
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,-0.392
Global Land,-0.5670000000000001
