Country,Anomaly
Afghanistan,
Albania,-0.052000000000000005
Algeria,-0.271
American Samoa,
Andorra,0.23
Angola,
Anguilla,-0.985
Antarctica,
Antigua and Barbuda,-0.836
Argentina,-0.316
Armenia,-0.133
Aruba,-1.014
Australia,
Austria,0.369
Azerbaijan,-0.043
Bahamas,-0.684
Bahrain,
Bangladesh,
Barbados,-0.9079999999999999
Belarus,0.8009999999999999
Belgium,0.615
Belize,-0.537
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,0.14400000000000002
Botswana,
Brazil,-0.332
British Virgin Islands,-0.987
Bulgaria,0.151
Burkina Faso,
Burundi,
Cambodia,-0.433
Cameroon,
Canada,-0.733
Cape Verde,-0.223
Cayman Islands,-0.611
Central African Republic,
Chad,
Chile,
China,-0.111
Colombia,
Comoros,
Congo,-0.48200000000000004
Costa Rica,-0.6990000000000001
Croatia,0.168
Cuba,-0.594
Curaçao,-0.972
Cyprus,-0.38799999999999996
Czechia,0.444
Côte d'Ivoire,-0.301
Dem. Rep. Congo,-0.445
Denmark,0.517
Djibouti,
Dominica,-0.8909999999999999
Dominican Republic,-0.84
Ecuador,
Egypt,
El Salvador,-0.622
Equatorial Guinea,
Eritrea,
Estonia,0.743
eSwatini,-0.536
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.742
Fiji,
Finland,0.429
France,0.41600000000000004
French Guiana,-0.665
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,-0.087
Germany,0.628
Ghana,
Greece,-0.23399999999999999
Greenland,-1.6269999999999998
Grenada,-0.8909999999999999
Guadeloupe,-0.995
Guam,
Guatemala,-0.573
Guernsey,0.495
Guinea,
Guinea-Bissau,
Guyana,-0.609
Haiti,-0.846
Heard Island and McDonald Islands,
Honduras,-0.637
Hong Kong,-0.6829999999999999
Hungary,0.244
Iceland,-1.195
India,
Indonesia,
Iran,
Iraq,-0.203
Ireland,-0.147
Isle of Man,-0.021
Israel,-0.355
Italy,0.027999999999999997
Jamaica,-0.82
Japan,
Jersey,0.495
Jordan,-0.34600000000000003
Kazakhstan,0.368
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,-0.431
Latvia,0.7490000000000001
Lebanon,-0.321
Lesotho,
Liberia,
Libya,
Liechtenstein,0.445
Lithuania,0.8290000000000001
Luxembourg,0.6679999999999999
Macau,-0.6829999999999999
Macedonia,-0.018000000000000002
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,-0.036000000000000004
Martinique,-1.014
Mauritania,
Mauritius,-0.418
Mayotte,-0.502
Mexico,-0.593
Micronesia,
Moldova,0.475
Monaco,0.111
Mongolia,0.298
Montenegro,0.08800000000000001
Montserrat,-0.99
Morocco,-0.17600000000000002
Mozambique,
Myanmar,-0.604
Namibia,
Nepal,
Netherlands,0.588
New Caledonia,-0.792
New Zealand,-0.41700000000000004
Nicaragua,-0.667
Niger,
Nigeria,
Niue,
North Korea,-0.337
Northern Mariana Islands,
Norway,-0.174
Oman,
Pakistan,
Palau,
Palestina,-0.632
Panama,-0.7140000000000001
Papua New Guinea,
Paraguay,-0.218
Peru,
Philippines,
Poland,0.628
Portugal,-0.23399999999999999
Puerto Rico,-0.8270000000000001
Qatar,
Reunion,-0.521
Romania,0.337
Russia,0.34600000000000003
Rwanda,
Saint Barthélemy,-0.8540000000000001
Saint Kitts and Nevis,-0.8420000000000001
Saint Lucia,-0.909
Saint Martin,-0.985
Saint Pierre and Miquelon,-1.288
Saint Vincent and the Grenadines,-0.905
Samoa,
San Marino,0.07200000000000001
Sao Tome and Principe,-0.496
Saudi Arabia,
Senegal,
Serbia,0.14400000000000002
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,-0.985
Slovakia,0.326
Slovenia,0.201
Solomon Islands,
Somalia,
South Africa,-0.478
South Georgia and the South Sandwich Isla,
South Korea,-0.41700000000000004
Spain,-0.084
Sri Lanka,-0.44
Sudan,
Suriname,-0.514
Svalbard and Jan Mayen,-0.5539999999999999
Sweden,0.261
Switzerland,0.392
Syria,-0.281
Taiwan,-0.545
Tajikistan,
Tanzania,-0.45399999999999996
Thailand,-0.44299999999999995
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,-0.8440000000000001
Tunisia,-0.12
Turkey,-0.201
Turkmenistan,-0.027999999999999997
Turks and Caicas Islands,-0.92
Uganda,
Ukraine,0.611
United Arab Emirates,
United Kingdom,-0.027000000000000003
United States of America,-0.91
Uruguay,-0.562
Uzbekistan,0.006
Venezuela,-0.758
Vietnam,-0.429
Virgin Islands,-0.823
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,0.745
Global Land,-0.24100000000000002
