,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.11,25.50,26.43,27.36,27.87,27.38,26.97,26.88,26.86,26.57,26.30,25.55
1,0.19,0.18,0.18,0.17,0.19,0.19,0.19,0.18,0.17,0.17,0.18,0.19
