,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,21.08,22.41,24.01,24.94,25.57,25.42,25.06,25.27,25.63,24.93,23.18,21.23
1,0.12,0.11,0.11,0.10,0.11,0.12,0.13,0.12,0.11,0.11,0.10,0.12
