,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,20.01,22.34,25.19,27.67,31.03,32.97,33.06,32.51,31.74,29.47,25.22,20.26
1,0.37,0.34,0.33,0.34,0.35,0.35,0.39,0.39,0.33,0.34,0.33,0.36
