,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,27.31,27.05,25.93,22.70,20.42,18.51,18.52,20.12,22.47,24.45,25.92,26.98
1,0.36,0.35,0.34,0.34,0.35,0.35,0.37,0.38,0.34,0.34,0.35,0.34
