Country,Anomaly
Afghanistan,-0.598
Albania,-0.5379999999999999
Algeria,-0.598
American Samoa,-0.365
Andorra,-0.287
Angola,-0.56
Anguilla,-0.429
Antarctica,
Antigua and Barbuda,-0.408
Argentina,-0.486
Armenia,-0.672
Aruba,-0.506
Australia,-0.33299999999999996
Austria,-0.23399999999999999
Azerbaijan,-0.599
Bahamas,-0.316
Bahrain,-0.44299999999999995
Bangladesh,-0.45799999999999996
Barbados,-0.46
Belarus,-0.081
Belgium,-0.252
Belize,-0.539
Benin,-0.787
Bhutan,-0.466
Bolivia,-0.44
Bosnia and Herzegovina,-0.348
Botswana,-0.7120000000000001
Brazil,-0.4
British Virgin Islands,-0.41700000000000004
Bulgaria,-0.596
Burkina Faso,-0.684
Burundi,-0.228
Cambodia,-0.28800000000000003
Cameroon,-0.8420000000000001
Canada,-0.34600000000000003
Cape Verde,-0.478
Cayman Islands,-0.452
Central African Republic,-0.616
Chad,-0.746
Chile,-0.379
China,-0.544
Colombia,-0.442
Comoros,-0.41700000000000004
Congo,-0.516
Costa Rica,-0.494
Croatia,-0.3
Cuba,-0.41100000000000003
Curaçao,-0.5579999999999999
Cyprus,-0.726
Czechia,-0.179
Côte d'Ivoire,-0.635
Dem. Rep. Congo,-0.33899999999999997
Denmark,-0.157
Djibouti,-0.133
Dominica,-0.43200000000000005
Dominican Republic,-0.389
Ecuador,-0.41700000000000004
Egypt,-0.662
El Salvador,-0.562
Equatorial Guinea,-0.823
Eritrea,-0.353
Estonia,0.077
eSwatini,-0.397
Ethiopia,-0.162
Falkland Islands (Islas Malvinas),-0.58
Faroe Islands,-0.57
Fiji,-0.581
Finland,0.154
France,-0.27899999999999997
French Guiana,-0.57
French Polynesia,-0.48700000000000004
French Southern and Antarctic Lands,
Gabon,-0.7859999999999999
Gambia,-0.303
Georgia,-0.585
Germany,-0.149
Ghana,-0.695
Greece,-0.708
Greenland,-1.203
Grenada,-0.48
Guadeloupe,-0.467
Guam,
Guatemala,-0.5920000000000001
Guernsey,-0.285
Guinea,-0.47
Guinea-Bissau,-0.34299999999999997
Guyana,-0.511
Haiti,-0.377
Heard Island and McDonald Islands,
Honduras,-0.503
Hong Kong,-0.652
Hungary,-0.295
Iceland,-0.723
India,-0.32299999999999995
Indonesia,-0.41700000000000004
Iran,-0.552
Iraq,-0.672
Ireland,-0.414
Isle of Man,-0.294
Israel,-0.745
Italy,-0.358
Jamaica,-0.364
Japan,-0.652
Jersey,-0.285
Jordan,-0.727
Kazakhstan,-0.569
Kenya,-0.18899999999999997
Kiribati,
Kuwait,-0.598
Kyrgyzstan,-0.8759999999999999
Laos,-0.331
Latvia,0.012
Lebanon,-0.723
Lesotho,-0.625
Liberia,-0.479
Libya,-0.631
Liechtenstein,-0.257
Lithuania,-0.062
Luxembourg,-0.242
Macau,-0.642
Macedonia,-0.5670000000000001
Madagascar,-0.452
Malawi,-0.573
Malaysia,-0.365
Mali,-0.64
Malta,-0.436
Martinique,-0.493
Mauritania,-0.415
Mauritius,-0.42
Mayotte,-0.48100000000000004
Mexico,-0.496
Micronesia,
Moldova,-0.35600000000000004
Monaco,-0.298
Mongolia,-0.5660000000000001
Montenegro,-0.418
Montserrat,-0.461
Morocco,-0.41100000000000003
Mozambique,-0.63
Myanmar,-0.519
Namibia,-0.65
Nepal,-0.479
Netherlands,-0.23600000000000002
New Caledonia,-0.5710000000000001
New Zealand,-0.765
Nicaragua,-0.48200000000000004
Niger,-0.825
Nigeria,-0.868
Niue,-0.59
North Korea,-0.35
Northern Mariana Islands,-0.629
Norway,-0.08900000000000001
Oman,-0.33799999999999997
Pakistan,-0.46
Palau,-0.595
Palestina,-0.679
Panama,-0.446
Papua New Guinea,-0.379
Paraguay,-0.473
Peru,-0.43700000000000006
Philippines,-0.598
Poland,-0.156
Portugal,-0.42200000000000004
Puerto Rico,-0.396
Qatar,-0.41
Reunion,-0.478
Romania,-0.435
Russia,0.259
Rwanda,-0.193
Saint Barthélemy,-0.493
Saint Kitts and Nevis,-0.413
Saint Lucia,-0.45799999999999996
Saint Martin,-0.429
Saint Pierre and Miquelon,-1.1340000000000001
Saint Vincent and the Grenadines,-0.46
Samoa,-0.382
San Marino,-0.28300000000000003
Sao Tome and Principe,-0.5760000000000001
Saudi Arabia,-0.5329999999999999
Senegal,-0.332
Serbia,-0.359
Seychelles,-0.29
Sierra Leone,-0.435
Singapore,-0.35200000000000004
Sint Maarten,-0.429
Slovakia,-0.297
Slovenia,-0.287
Solomon Islands,-0.45299999999999996
Somalia,-0.192
South Africa,-0.685
South Georgia and the South Sandwich Isla,-0.389
South Korea,-0.475
Spain,-0.365
Sri Lanka,-0.039
Sudan,-0.486
Suriname,-0.508
Svalbard and Jan Mayen,-0.085
Sweden,-0.021
Switzerland,-0.267
Syria,-0.7440000000000001
Taiwan,-0.71
Tajikistan,-0.846
Tanzania,-0.365
Thailand,-0.326
Timor-Leste,-0.297
Togo,-0.7559999999999999
Tonga,-0.511
Trinidad and Tobago,-0.518
Tunisia,-0.546
Turkey,-0.735
Turkmenistan,-0.647
Turks and Caicas Islands,-0.36
Uganda,-0.172
Ukraine,-0.16399999999999998
United Arab Emirates,-0.39299999999999996
United Kingdom,-0.349
United States of America,-0.542
Uruguay,-0.441
Uzbekistan,-0.6829999999999999
Venezuela,-0.519
Vietnam,-0.314
Virgin Islands,-0.384
Western Sahara,-0.36700000000000005
Yemen,-0.297
Zambia,-0.545
Zimbabwe,-0.7090000000000001
Åland,-0.107
Global Land,-0.389
