,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,23.20,24.14,25.16,25.41,25.15,24.05,23.36,23.76,24.57,24.64,23.99,23.13
1,0.25,0.25,0.27,0.25,0.26,0.25,0.27,0.26,0.25,0.25,0.25,0.25
