,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-0.96,0.07,3.40,7.24,11.88,15.42,16.87,16.55,13.54,8.79,3.91,0.47
1,0.17,0.13,0.11,0.13,0.16,0.17,0.16,0.12,0.11,0.12,0.16,0.18
