Country,Anomaly
Afghanistan,-0.32799999999999996
Albania,-0.038
Algeria,-0.07
American Samoa,-0.114
Andorra,0.015
Angola,0.059000000000000004
Anguilla,-0.297
Antarctica,
Antigua and Barbuda,-0.287
Argentina,-0.32299999999999995
Armenia,-0.21899999999999997
Aruba,-0.287
Australia,-0.184
Austria,-0.128
Azerbaijan,-0.23600000000000002
Bahamas,-0.064
Bahrain,-0.163
Bangladesh,-0.218
Barbados,-0.306
Belarus,-0.047
Belgium,-0.107
Belize,-0.191
Benin,0.151
Bhutan,-0.154
Bolivia,-0.255
Bosnia and Herzegovina,-0.09300000000000001
Botswana,-0.107
Brazil,-0.249
British Virgin Islands,-0.31
Bulgaria,-0.009000000000000001
Burkina Faso,0.086
Burundi,0.0
Cambodia,-0.324
Cameroon,0.11599999999999999
Canada,0.005
Cape Verde,0.013999999999999999
Cayman Islands,-0.034
Central African Republic,0.106
Chad,0.128
Chile,-0.27399999999999997
China,-0.175
Colombia,-0.315
Comoros,-0.036000000000000004
Congo,0.046
Costa Rica,-0.20199999999999999
Croatia,-0.1
Cuba,-0.154
Curaçao,-0.32299999999999995
Cyprus,0.001
Czechia,-0.222
Côte d'Ivoire,-0.023
Dem. Rep. Congo,0.01
Denmark,-0.092
Djibouti,-0.057
Dominica,-0.29600000000000004
Dominican Republic,-0.242
Ecuador,-0.3
Egypt,-0.013999999999999999
El Salvador,-0.17600000000000002
Equatorial Guinea,0.07400000000000001
Eritrea,-0.002
Estonia,0.17800000000000002
eSwatini,-0.109
Ethiopia,-0.006
Falkland Islands (Islas Malvinas),-0.337
Faroe Islands,0.098
Fiji,-0.22399999999999998
Finland,0.34600000000000003
France,-0.052000000000000005
French Guiana,-0.27
French Polynesia,-0.147
French Southern and Antarctic Lands,
Gabon,0.048
Gambia,-0.027000000000000003
Georgia,-0.262
Germany,-0.146
Ghana,0.052000000000000005
Greece,-0.02
Greenland,0.696
Grenada,-0.317
Guadeloupe,-0.31
Guam,-0.223
Guatemala,-0.2
Guernsey,-0.07400000000000001
Guinea,-0.026000000000000002
Guinea-Bissau,-0.047
Guyana,-0.35100000000000003
Haiti,-0.207
Heard Island and McDonald Islands,
Honduras,-0.16899999999999998
Hong Kong,-0.28800000000000003
Hungary,-0.146
Iceland,0.32899999999999996
India,-0.22
Indonesia,-0.266
Iran,-0.193
Iraq,-0.11
Ireland,-0.085
Isle of Man,-0.028999999999999998
Israel,0.027000000000000003
Italy,-0.069
Jamaica,-0.184
Japan,-0.426
Jersey,-0.07400000000000001
Jordan,-0.013000000000000001
Kazakhstan,-0.29
Kenya,0.013000000000000001
Kiribati,-0.077
Kuwait,-0.168
Kyrgyzstan,-0.449
Laos,-0.258
Latvia,0.085
Lebanon,0.032
Lesotho,-0.127
Liberia,-0.027999999999999997
Libya,0.005
Liechtenstein,-0.122
Lithuania,-0.021
Luxembourg,-0.11199999999999999
Macau,-0.27699999999999997
Macedonia,-0.028999999999999998
Madagascar,-0.121
Malawi,-0.086
Malaysia,-0.294
Mali,0.025
Malta,0.099
Martinique,-0.316
Mauritania,-0.009000000000000001
Mauritius,-0.218
Mayotte,-0.083
Mexico,-0.09300000000000001
Micronesia,-0.12
Moldova,-0.162
Monaco,-0.055
Mongolia,-0.32
Montenegro,-0.042
Montserrat,-0.308
Morocco,-0.111
Mozambique,-0.147
Myanmar,-0.24
Namibia,0.011000000000000001
Nepal,-0.25
Netherlands,-0.11599999999999999
New Caledonia,-0.258
New Zealand,-0.41
Nicaragua,-0.175
Niger,0.131
Nigeria,0.172
Niue,-0.22399999999999998
North Korea,-0.253
Northern Mariana Islands,-0.264
Norway,0.242
Oman,-0.213
Pakistan,-0.255
Palau,-0.17800000000000002
Palestina,-0.192
Panama,-0.21899999999999997
Papua New Guinea,-0.126
Paraguay,-0.23600000000000002
Peru,-0.29600000000000004
Philippines,-0.257
Poland,-0.14300000000000002
Portugal,-0.096
Puerto Rico,-0.314
Qatar,-0.177
Reunion,-0.128
Romania,-0.127
Russia,0.11199999999999999
Rwanda,0.001
Saint Barthélemy,-0.25
Saint Kitts and Nevis,-0.305
Saint Lucia,-0.316
Saint Martin,-0.297
Saint Pierre and Miquelon,-0.366
Saint Vincent and the Grenadines,-0.322
Samoa,-0.121
San Marino,-0.107
Sao Tome and Principe,-0.023
Saudi Arabia,-0.10400000000000001
Senegal,-0.032
Serbia,-0.07200000000000001
Seychelles,-0.095
Sierra Leone,-0.049
Singapore,-0.305
Sint Maarten,-0.297
Slovakia,-0.201
Slovenia,-0.10300000000000001
Solomon Islands,-0.20800000000000002
Somalia,-0.075
South Africa,-0.091
South Georgia and the South Sandwich Isla,-0.361
South Korea,-0.292
Spain,-0.025
Sri Lanka,-0.066
Sudan,0.068
Suriname,-0.336
Svalbard and Jan Mayen,0.715
Sweden,0.166
Switzerland,-0.135
Syria,-0.040999999999999995
Taiwan,-0.425
Tajikistan,-0.515
Tanzania,-0.063
Thailand,-0.265
Timor-Leste,-0.33799999999999997
Togo,0.095
Tonga,-0.18100000000000002
Trinidad and Tobago,-0.33
Tunisia,0.049
Turkey,-0.079
Turkmenistan,-0.40700000000000003
Turks and Caicas Islands,-0.17300000000000001
Uganda,0.012
Ukraine,-0.158
United Arab Emirates,-0.19899999999999998
United Kingdom,-0.062
United States of America,0.14300000000000002
Uruguay,-0.359
Uzbekistan,-0.429
Venezuela,-0.374
Vietnam,-0.28600000000000003
Virgin Islands,-0.292
Western Sahara,-0.046
Yemen,-0.122
Zambia,-0.040999999999999995
Zimbabwe,-0.13699999999999998
Åland,0.14
Global Land,-0.083
