,Country,Anomaly,Unc.
0,Afghanistan,-0.21,0.252
1,Albania,-0.42100000000000004,0.281
2,Algeria,-0.527,0.46
3,American Samoa,,
4,Andorra,-0.8420000000000001,0.33899999999999997
5,Angola,0.295,0.5489999999999999
6,Anguilla,-0.235,0.40299999999999997
7,Antarctica,,
8,Antigua and Barbuda,-0.121,0.237
9,Argentina,-0.897,0.33
10,Armenia,-0.08199999999999999,0.33399999999999996
11,Aruba,-0.004,0.46299999999999997
12,Australia,0.5329999999999999,0.405
13,Austria,-0.586,0.21
14,Azerbaijan,-0.207,0.26
15,Bahamas,-0.488,0.312
16,Bahrain,0.068,0.461
17,Bangladesh,0.043,0.23
18,Barbados,-0.033,0.17600000000000002
19,Belarus,-0.52,0.239
20,Belgium,-0.8,0.235
21,Belize,-0.609,0.44799999999999995
22,Benin,-0.426,0.389
23,Bhutan,0.126,0.262
24,Bolivia,,
25,Bosnia and Herzegovina,-0.49200000000000005,0.254
26,Botswana,-0.031,0.485
27,Brazil,,
28,British Virgin Islands,-0.262,0.36
29,Bulgaria,-0.43200000000000005,0.381
30,Burkina Faso,-0.45399999999999996,0.484
31,Burundi,,
32,Cambodia,0.002,0.252
33,Cameroon,-0.114,0.5770000000000001
34,Canada,0.578,0.551
35,Cape Verde,-0.8440000000000001,0.902
36,Cayman Islands,-0.409,0.376
37,Central African Republic,,
38,Chad,,
39,Chile,-0.894,0.44
40,China,-0.305,0.266
41,Colombia,,
42,Comoros,-0.121,0.368
43,Congo,-0.11699999999999999,0.375
44,Costa Rica,,
45,Croatia,-0.523,0.247
46,Cuba,-0.39299999999999996,0.355
47,Curaçao,-0.166,0.43
48,Cyprus,-0.41100000000000003,0.5579999999999999
49,Czechia,-0.59,0.273
50,Côte d'Ivoire,-1.238,0.809
51,Dem. Rep. Congo,-0.054000000000000006,0.435
52,Denmark,0.005,0.158
53,Djibouti,-0.125,0.353
54,Dominica,-0.063,0.235
55,Dominican Republic,-0.23399999999999999,0.309
56,Ecuador,,
57,Egypt,-0.316,0.47
58,El Salvador,-0.45,0.535
59,Equatorial Guinea,-0.027000000000000003,0.551
60,Eritrea,-0.157,0.392
61,Estonia,-0.381,0.36
62,eSwatini,-0.013000000000000001,0.47100000000000003
63,Ethiopia,-0.14,0.37200000000000005
64,Falkland Islands (Islas Malvinas),-0.7340000000000001,0.519
65,Faroe Islands,0.039,0.447
66,Fiji,,
67,Finland,0.198,0.295
68,France,-0.938,0.192
69,French Guiana,-0.426,0.603
70,French Polynesia,-0.5489999999999999,0.494
71,French Southern and Antarctic Lands,,
72,Gabon,0.048,0.5
73,Gambia,-0.588,0.723
74,Georgia,-0.353,0.27399999999999997
75,Germany,-0.655,0.21
76,Ghana,-0.406,0.375
77,Greece,-0.40399999999999997,0.34600000000000003
78,Greenland,-1.187,1.984
79,Grenada,0.045,0.16899999999999998
80,Guadeloupe,-0.126,0.434
81,Guam,,
82,Guatemala,-0.588,0.52
83,Guernsey,-0.5920000000000001,0.326
84,Guinea,-0.626,0.769
85,Guinea-Bissau,-0.623,0.75
86,Guyana,-0.217,0.49700000000000005
87,Haiti,-0.21100000000000002,0.369
88,Heard Island and McDonald Islands,,
89,Honduras,-0.396,0.47700000000000004
90,Hong Kong,-0.43,0.384
91,Hungary,-0.48100000000000004,0.294
92,Iceland,-0.003,0.28
93,India,-0.141,0.213
94,Indonesia,0.042,0.309
95,Iran,-0.012,0.391
96,Iraq,-0.099,0.424
97,Ireland,-0.278,0.355
98,Isle of Man,-0.253,0.375
99,Israel,-0.257,0.33399999999999996
100,Italy,-0.664,0.228
101,Jamaica,-0.146,0.48200000000000004
102,Japan,-1.198,0.215
103,Jersey,-0.5920000000000001,0.326
104,Jordan,-0.272,0.377
105,Kazakhstan,-1.0659999999999998,0.336
106,Kenya,,
107,Kiribati,,
108,Kuwait,0.048,0.46399999999999997
109,Kyrgyzstan,-0.222,0.47700000000000004
110,Laos,-0.096,0.294
111,Latvia,-0.395,0.28
112,Lebanon,-0.365,0.264
113,Lesotho,-0.23399999999999999,0.207
114,Liberia,-0.574,0.6990000000000001
115,Libya,-0.22399999999999998,0.498
116,Liechtenstein,-0.843,0.258
117,Lithuania,-0.391,0.258
118,Luxembourg,-0.887,0.242
119,Macau,-0.42200000000000004,0.414
120,Macedonia,-0.41,0.342
121,Madagascar,-0.136,0.396
122,Malawi,,
123,Malaysia,0.126,0.426
124,Mali,-0.501,0.494
125,Malta,-0.275,0.49
126,Martinique,-0.11800000000000001,0.424
127,Mauritania,-0.573,0.557
128,Mauritius,-0.385,0.42
129,Mayotte,-0.22699999999999998,0.371
130,Mexico,-0.62,0.8240000000000001
131,Micronesia,,
132,Moldova,-0.611,0.292
133,Monaco,-0.84,0.21100000000000002
134,Mongolia,-0.6579999999999999,0.723
135,Montenegro,-0.43,0.285
136,Montserrat,-0.128,0.441
137,Morocco,-0.851,0.408
138,Mozambique,-0.096,0.396
139,Myanmar,-0.19699999999999998,0.446
140,Namibia,0.068,0.507
141,Nepal,-0.027999999999999997,0.158
142,Netherlands,-0.505,0.2
143,New Caledonia,-0.389,0.625
144,New Zealand,-0.5379999999999999,0.27899999999999997
145,Nicaragua,-0.275,0.506
146,Niger,-0.207,0.542
147,Nigeria,-0.27,0.499
148,Niue,,
149,North Korea,-0.887,0.245
150,Northern Mariana Islands,,
151,Norway,0.426,0.364
152,Oman,-0.035,0.361
153,Pakistan,-0.185,0.231
154,Palau,,
155,Palestina,-0.37799999999999995,0.638
156,Panama,,
157,Papua New Guinea,,
158,Paraguay,-0.34,0.465
159,Peru,,
160,Philippines,0.152,0.653
161,Poland,-0.444,0.242
162,Portugal,-1.1420000000000001,0.237
163,Puerto Rico,-0.22699999999999998,0.24600000000000002
164,Qatar,0.07200000000000001,0.43700000000000006
165,Reunion,-0.285,0.444
166,Romania,-0.429,0.365
167,Russia,-0.46,0.506
168,Rwanda,,
169,Saint Barthélemy,-0.36,0.36200000000000004
170,Saint Kitts and Nevis,-0.125,0.259
171,Saint Lucia,-0.017,0.192
172,Saint Martin,-0.235,0.40299999999999997
173,Saint Pierre and Miquelon,1.0190000000000001,0.645
174,Saint Vincent and the Grenadines,0.002,0.20199999999999999
175,Samoa,,
176,San Marino,-0.703,0.276
177,Sao Tome and Principe,-0.521,0.525
178,Saudi Arabia,-0.059000000000000004,0.41
179,Senegal,-0.59,0.721
180,Serbia,-0.5820000000000001,0.36200000000000004
181,Seychelles,,
182,Sierra Leone,-0.66,0.8370000000000001
183,Singapore,-0.10099999999999999,0.201
184,Sint Maarten,-0.235,0.40299999999999997
185,Slovakia,-0.462,0.3
186,Slovenia,-0.506,0.239
187,Solomon Islands,,
188,Somalia,-0.16,0.344
189,South Africa,-0.249,0.27
190,South Georgia and the South Sandwich Isla,,
191,South Korea,-0.98,0.305
192,Spain,-0.9279999999999999,0.22699999999999998
193,Sri Lanka,-0.02,0.23199999999999998
194,Sudan,-0.175,0.5760000000000001
195,Suriname,-0.302,0.5379999999999999
196,Svalbard and Jan Mayen,0.149,1.466
197,Sweden,0.37,0.204
198,Switzerland,-1.01,0.209
199,Syria,-0.331,0.336
200,Taiwan,-0.402,0.385
201,Tajikistan,-0.363,0.205
202,Tanzania,-0.184,0.42
203,Thailand,-0.057999999999999996,0.273
204,Timor-Leste,0.2,0.515
205,Togo,-0.42200000000000004,0.36700000000000005
206,Tonga,,
207,Trinidad and Tobago,0.127,0.23800000000000002
208,Tunisia,-0.217,0.46299999999999997
209,Turkey,-0.41600000000000004,0.33
210,Turkmenistan,-0.447,0.337
211,Turks and Caicas Islands,-0.4,0.247
212,Uganda,,
213,Ukraine,-0.625,0.23399999999999999
214,United Arab Emirates,0.059000000000000004,0.402
215,United Kingdom,-0.315,0.23
216,United States of America,-0.192,0.311
217,Uruguay,-0.546,0.294
218,Uzbekistan,-0.614,0.29100000000000004
219,Venezuela,0.011000000000000001,0.301
220,Vietnam,-0.077,0.268
221,Virgin Islands,-0.187,0.248
222,Western Sahara,-0.67,0.499
223,Yemen,-0.066,0.33799999999999997
224,Zambia,,
225,Zimbabwe,-0.028999999999999998,0.49700000000000005
226,Åland,-0.087,0.5
227,Global Land,-0.19899999999999998,0.13
