,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-6.97,-5.98,-1.54,6.27,12.69,16.63,17.82,16.87,12.10,6.39,0.98,-3.67
1,0.20,0.19,0.17,0.17,0.17,0.17,0.18,0.19,0.16,0.16,0.17,0.19
