,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-23.50,-20.92,-15.73,-6.59,2.39,9.25,12.87,11.38,5.42,-2.02,-11.51,-19.70
1,0.25,0.25,0.25,0.24,0.25,0.26,0.26,0.26,0.25,0.25,0.26,0.26
