,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,26.57,26.82,26.58,25.84,24.99,24.35,23.48,23.43,23.98,24.49,25.33,25.98
1,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.17
