,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,22.40,22.52,22.44,21.56,19.42,17.06,16.93,19.32,22.67,24.48,23.74,22.55
1,0.24,0.23,0.23,0.23,0.24,0.23,0.24,0.24,0.23,0.23,0.24,0.24
