,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.05,25.05,25.08,24.88,24.85,24.19,23.78,23.98,24.42,24.75,25.22,25.14
1,0.30,0.31,0.30,0.28,0.29,0.30,0.30,0.29,0.29,0.28,0.29,0.31
