,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.39,25.49,25.71,25.80,25.97,25.56,25.17,25.31,25.60,25.72,25.86,25.52
1,0.18,0.16,0.15,0.15,0.15,0.16,0.16,0.17,0.16,0.16,0.16,0.18
