,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.10,25.53,25.74,25.66,25.36,23.71,22.58,23.00,24.31,24.76,24.84,24.75
1,0.21,0.21,0.22,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.22,0.21
