,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.13,26.95,28.62,29.47,29.83,28.69,27.09,26.56,26.94,27.51,27.12,24.99
1,0.96,0.96,0.95,0.97,0.97,0.95,0.96,0.96,0.96,0.96,0.95,0.97
