,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,9.09,11.90,17.21,22.50,26.95,29.94,29.47,28.34,26.01,21.59,15.73,10.84
1,0.27,0.25,0.24,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.27,0.27
