,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,16.70,17.78,20.01,22.17,24.03,25.08,24.96,24.82,24.01,21.79,19.21,17.09
1,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.15,0.16,0.16,0.15,0.16
