,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,6.22,7.33,9.49,11.50,15.34,19.07,22.37,22.21,19.38,14.42,9.59,6.66
1,0.19,0.16,0.15,0.15,0.16,0.16,0.17,0.18,0.16,0.15,0.17,0.20
