Country,Anomaly
Afghanistan,
Albania,-0.36
Algeria,
American Samoa,
Andorra,-0.28800000000000003
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,-0.175
Azerbaijan,
Bahamas,
Bahrain,
Bangladesh,
Barbados,
Belarus,-0.574
Belgium,-0.402
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,-0.258
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,-0.47100000000000003
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.22699999999999998
Cuba,
Curaçao,
Cyprus,
Czechia,-0.276
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-0.604
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,-0.815
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.742
Fiji,
Finland,-0.909
France,-0.301
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,-0.35700000000000004
Ghana,
Greece,-0.504
Greenland,
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,-0.319
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,-0.33799999999999997
Iceland,
India,
Indonesia,
Iran,
Iraq,
Ireland,-0.5870000000000001
Isle of Man,-0.43200000000000005
Israel,
Italy,-0.24
Jamaica,
Japan,
Jersey,-0.319
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,-0.6579999999999999
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,-0.11800000000000001
Lithuania,-0.518
Luxembourg,-0.369
Macau,
Macedonia,-0.396
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,-0.22399999999999998
Martinique,
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,-0.594
Monaco,-0.255
Mongolia,
Montenegro,-0.301
Montserrat,
Morocco,
Mozambique,
Myanmar,
Namibia,
Nepal,
Netherlands,-0.493
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,-0.727
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-0.37
Portugal,-0.5329999999999999
Puerto Rico,
Qatar,
Reunion,
Romania,-0.479
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-0.865
Saint Vincent and the Grenadines,
Samoa,
San Marino,-0.218
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.207
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,-0.39399999999999996
Slovenia,-0.177
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,-0.42200000000000004
Sri Lanka,
Sudan,
Suriname,
Svalbard and Jan Mayen,-0.563
Sweden,-0.7559999999999999
Switzerland,-0.233
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,-0.297
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,-0.652
United Arab Emirates,
United Kingdom,-0.56
United States of America,
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,-0.895
Global Land,-0.718
