,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,15.86,17.31,20.95,25.06,30.12,33.33,34.70,34.56,32.26,28.14,23.04,17.66
1,0.35,0.35,0.34,0.30,0.38,0.42,0.38,0.31,0.31,0.31,0.31,0.31
