Country,Anomaly
Afghanistan,
Albania,-0.85
Algeria,
American Samoa,
Andorra,-0.445
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,-1.213
Azerbaijan,
Bahamas,
Bahrain,
Bangladesh,
Barbados,
Belarus,-1.209
Belgium,-1.1440000000000001
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,-0.9670000000000001
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,-0.927
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-1.032
Cuba,
Curaçao,
Cyprus,
Czechia,-1.4380000000000002
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-1.4880000000000002
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,-1.266
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.88
Fiji,
Finland,-0.965
France,-0.795
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,-1.266
Ghana,
Greece,
Greenland,0.149
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,-0.841
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,-1.215
Iceland,
India,
Indonesia,
Iran,
Iraq,
Ireland,-1.1059999999999999
Isle of Man,-1.091
Israel,
Italy,-0.765
Jamaica,
Japan,
Jersey,-0.841
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,-1.306
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,-1.146
Lithuania,-1.34
Luxembourg,-1.093
Macau,
Macedonia,-0.885
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,-0.457
Martinique,
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,-1.0859999999999999
Monaco,-0.604
Mongolia,
Montenegro,-0.883
Montserrat,
Morocco,
Mozambique,
Myanmar,
Namibia,
Nepal,
Netherlands,-1.248
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,-1.102
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-1.36
Portugal,-0.40700000000000003
Puerto Rico,
Qatar,
Reunion,
Romania,-1.082
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-0.392
Saint Vincent and the Grenadines,
Samoa,
San Marino,-0.915
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.797
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,-1.3319999999999999
Slovenia,-1.073
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,-0.386
Sri Lanka,
Sudan,
Suriname,
Svalbard and Jan Mayen,0.024
Sweden,-1.272
Switzerland,-0.9309999999999999
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,-1.067
United Arab Emirates,
United Kingdom,-1.271
United States of America,
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,-1.484
Global Land,-0.605
