Country,Anomaly
Afghanistan,
Albania,0.036000000000000004
Algeria,
American Samoa,
Andorra,-0.027999999999999997
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,0.401
Azerbaijan,
Bahamas,
Bahrain,
Bangladesh,
Barbados,
Belarus,0.37799999999999995
Belgium,0.19399999999999998
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,0.209
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,0.095
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,0.272
Cuba,
Curaçao,
Cyprus,
Czechia,0.38299999999999995
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,0.228
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,0.498
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.081
Fiji,
Finland,0.331
France,0.049
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,0.34700000000000003
Ghana,
Greece,-0.08
Greenland,
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,-0.044000000000000004
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,0.28300000000000003
Iceland,
India,
Indonesia,
Iran,
Iraq,
Ireland,-0.27399999999999997
Isle of Man,-0.071
Israel,
Italy,0.085
Jamaica,
Japan,
Jersey,-0.044000000000000004
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,0.47100000000000003
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,0.42700000000000005
Lithuania,0.41600000000000004
Luxembourg,0.226
Macau,
Macedonia,0.053
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,-0.113
Martinique,
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,0.17300000000000001
Monaco,0.051
Mongolia,
Montenegro,0.13699999999999998
Montserrat,
Morocco,
Mozambique,
Myanmar,
Namibia,
Nepal,
Netherlands,0.188
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,0.14800000000000002
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,0.35600000000000004
Portugal,-0.12300000000000001
Puerto Rico,
Qatar,
Reunion,
Romania,0.177
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-0.51
Saint Vincent and the Grenadines,
Samoa,
San Marino,0.221
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,0.263
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,0.28600000000000003
Slovenia,0.341
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,-0.09300000000000001
Sri Lanka,
Sudan,
Suriname,
Svalbard and Jan Mayen,0.099
Sweden,0.243
Switzerland,0.254
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,-0.08
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,0.213
United Arab Emirates,
United Kingdom,-0.18600000000000003
United States of America,
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,0.40299999999999997
Global Land,0.006
