Country,Anomaly
Afghanistan,
Albania,-0.086
Algeria,
American Samoa,
Andorra,-0.121
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,-0.146
Azerbaijan,
Bahamas,
Bahrain,
Bangladesh,
Barbados,
Belarus,-0.198
Belgium,-0.121
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,-0.15
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,-0.023
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.18100000000000002
Cuba,
Curaçao,
Cyprus,
Czechia,-0.21899999999999997
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-0.632
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,-0.5720000000000001
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.585
Fiji,
Finland,-0.679
France,-0.141
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,-0.151
Ghana,
Greece,-0.065
Greenland,
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,-0.195
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,-0.237
Iceland,
India,
Indonesia,
Iran,
Iraq,
Ireland,-0.507
Isle of Man,-0.524
Israel,
Italy,-0.221
Jamaica,
Japan,
Jersey,-0.195
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,-0.484
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,-0.06
Lithuania,-0.43200000000000005
Luxembourg,-0.079
Macau,
Macedonia,-0.07
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,0.046
Martinique,
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,-0.068
Monaco,-0.29
Mongolia,
Montenegro,-0.08199999999999999
Montserrat,
Morocco,
Mozambique,
Myanmar,
Namibia,
Nepal,
Netherlands,-0.27
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,-0.81
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-0.314
Portugal,0.153
Puerto Rico,
Qatar,
Reunion,
Romania,-0.111
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-0.593
Saint Vincent and the Grenadines,
Samoa,
San Marino,-0.23
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.142
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,-0.306
Slovenia,-0.174
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,0.066
Sri Lanka,
Sudan,
Suriname,
Svalbard and Jan Mayen,-0.242
Sweden,-0.9590000000000001
Switzerland,-0.14
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,0.09
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,-0.039
United Arab Emirates,
United Kingdom,-0.616
United States of America,
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,-1.055
Global Land,0.214
