,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,24.62,24.73,25.43,26.02,26.86,27.31,27.69,27.71,27.49,26.88,26.30,25.19
1,0.28,0.29,0.32,0.33,0.30,0.27,0.30,0.32,0.29,0.28,0.28,0.29
