,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,23.73,23.69,23.26,21.90,20.76,19.52,19.37,20.46,21.73,22.50,23.25,23.51
1,0.06,0.07,0.06,0.07,0.09,0.09,0.07,0.07,0.06,0.07,0.07,0.06
