,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-2.26,-0.66,2.65,6.08,10.57,13.99,16.04,15.43,12.61,7.58,2.45,-1.20
1,0.78,0.53,0.53,0.67,0.69,0.65,0.61,0.54,0.48,0.54,0.70,0.83
