,Country,Anomaly,Unc.
0,Afghanistan,-0.315,0.256
1,Albania,0.826,0.171
2,Algeria,-0.006,0.213
3,Andorra,0.061,0.154
4,Angola,0.101,0.263
5,Anguilla,-0.342,0.26
6,Antarctica,,
7,Antigua and Barb,-0.349,0.174
8,Argentina,-0.09,0.14
9,Armenia,0.075,0.253
10,Aruba,-0.358,0.235
11,Australia,-0.289,0.194
12,Austria,0.39,0.201
13,Azerbaijan,0.091,0.22
14,Bahamas,0.115,0.162
15,Bahrain,-0.231,0.378
16,Bangladesh,-0.428,0.127
17,Barbados,-0.325,0.18
18,Belarus,-0.014,0.23
19,Belgium,0.005,0.162
20,Belize,-0.249,0.422
21,Benin,-0.042,0.289
22,Bhutan,-0.531,0.13
23,Bolivia,-0.394,0.309
24,Bosnia and Herz,0.889,0.181
25,Botswana,0.087,0.324
26,Brazil,-0.323,0.177
27,British Virgin Is,-0.297,0.267
28,Bulgaria,0.938,0.279
29,Burkina Faso,-0.258,0.379
30,Burma,-0.396,0.167
31,Burundi,0.075,0.245
32,Cambodia,-0.388,0.175
33,Cameroon,0.128,0.209
34,Canada,-0.209,0.287
35,Cayman Is,0.164,0.183
36,Central African Rep,0.154,0.244
37,Chad,0.007,0.429
38,Chile,-0.218,0.169
39,China,-0.329,0.16
40,Colombia,-0.53,0.1
41,Comoros,-0.234,0.213
42,Congo,0.099,0.217
43,Costa Rica,-0.28,0.232
44,Croatia,0.75,0.223
45,Cuba,0.059,0.178
46,Curaçao,-0.368,0.193
47,Cyprus,0.31,0.289
48,Czechia,0.203,0.176
49,Côte d'Ivoire,-0.095,0.537
50,Dem. Rep. Congo,-0.022,0.257
51,Denmark,0.058,0.183
52,Djibouti,-0.269,0.306
53,Dominica,-0.356,0.176
54,Dominican Rep,-0.09,0.132
55,Ecuador,-0.371,0.26
56,Egypt,-0.043,0.151
57,El Salvador,-0.209,0.353
58,Eq. Guinea,0.13,0.191
59,Eritrea,-0.158,0.198
60,Estonia,-0.059,0.268
61,Ethiopia,-0.273,0.271
62,Faeroe Is,-0.27,0.427
63,Falkland Is,-0.243,0.283
64,Fiji,0.118,0.821
65,Finland,-0.546,0.152
66,Fr. Polynesia,-0.051,0.521
67,Fr. S. Antarctic Lands,,
68,France,-0.093,0.139
69,French Guiana,-0.384,0.358
70,Gabon,0.072,0.218
71,Gambia,-0.1,0.243
72,Gaza Strip,0.002,0.221
73,Georgia,0.016,0.218
74,Germany,0.113,0.164
75,Ghana,-0.084,0.362
76,Greece,0.719,0.189
77,Greenland,0.191,0.965
78,Guadeloupe,-0.377,0.229
79,Guam,-0.111,0.323
80,Guatemala,-0.235,0.356
81,Guernsey,-0.191,0.146
82,Guinea,-0.306,0.334
83,Guinea-Bissau,-0.178,0.234
84,Guyana,-0.423,0.075
85,Haiti,-0.08,0.116
86,Heard I. and McDonald Is,,
87,Honduras,-0.205,0.311
88,Hong Kong,-0.757,0.204
89,Hungary,0.721,0.25
90,Iceland,0.195,0.184
91,India,-0.434,0.128
92,Indonesia,-0.287,0.133
93,Iran,-0.072,0.377
94,Iraq,0.058,0.363
95,Ireland,-0.171,0.201
96,Isle of Man,-0.091,0.105
97,Israel,0.063,0.447
98,Italy,0.469,0.142
99,Jamaica,-0.03,0.207
100,Japan,-0.628,0.136
101,Jersey,-0.191,0.146
102,Jordan,0.05,0.41
103,Kazakhstan,0.046,0.281
104,Kenya,-0.136,0.257
105,Kuwait,0.005,0.434
106,Kyrgyzstan,0.086,0.385
107,Laos,-0.446,0.322
108,Latvia,-0.042,0.304
109,Lebanon,0.15,0.546
110,Lesotho,0.107,0.475
111,Liberia,-0.181,0.447
112,Libya,0.178,0.361
113,Liechtenstein,0.144,0.217
114,Lithuania,-0.088,0.281
115,Luxembourg,0.011,0.157
116,Macao,-0.763,0.196
117,Macedonia,0.915,0.24
118,Madagascar,-0.27,0.215
119,Malawi,-0.445,0.29
120,Malaysia,-0.341,0.197
121,Mali,-0.329,0.366
122,Malta,0.448,0.166
123,Martinique,-0.364,0.202
124,Mauritania,-0.06,0.358
125,Mauritius,-0.448,0.754
126,Mayotte,-0.324,0.157
127,Mexico,0.337,0.105
128,Moldova,0.644,0.259
129,Mongolia,-0.479,0.362
130,Montenegro,0.956,0.194
131,Montserrat,-0.38,0.239
132,Morocco,0.017,0.24
133,Mozambique,-0.447,0.22
134,Namibia,0.651,0.977
135,Nepal,-0.538,0.195
136,Netherlands,0.055,0.169
137,New Caledonia,-0.329,0.381
138,New Zealand,-0.72,0.269
139,Nicaragua,-0.209,0.256
140,Niger,-0.099,0.531
141,Nigeria,-0.006,0.373
142,Niue,0.108,0.46
143,North Korea,-0.589,0.188
144,Norway,-0.28,0.229
145,Oman,-0.342,0.396
146,Pakistan,-0.604,0.263
147,Palau,-0.074,0.277
148,Palestine,-0.155,0.324
149,Panama,-0.359,0.15
150,Papua New Guinea,-0.076,0.273
151,Paraguay,-0.252,0.237
152,Peru,-0.31,0.374
153,Philippines,-0.256,0.123
154,Poland,0.134,0.174
155,Portugal,-0.262,0.236
156,Puerto Rico,-0.14,0.067
157,Qatar,-0.229,0.389
158,Reunion,-0.323,0.492
159,Romania,0.88,0.29
160,Russia,0.011,0.226
161,Rwanda,0.086,0.197
162,S. Geo. and the Is,-0.967,0.31
163,Saint Lucia,-0.294,0.139
164,Samoa,-0.059,0.547
165,San Marino,0.572,0.14
166,Saudi Arabia,-0.106,0.322
167,Senegal,-0.17,0.183
168,Serbia,1.056,0.186
169,Seychelles,-0.126,0.512
170,Sierra Leone,-0.252,0.409
171,Singapore,-0.46,0.137
172,Slovakia,0.44,0.204
173,Slovenia,0.572,0.216
174,Solomon Is,-0.263,0.271
175,Somalia,-0.362,0.378
176,South Africa,0.342,0.263
177,South Korea,-0.628,0.19
178,Spain,-0.088,0.161
179,Sri Lanka,-0.027,0.265
180,St. Pierre and Miquelon,-0.234,0.507
181,St. Vin. and Gren,-0.27,0.119
