,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,21.86,24.53,27.66,30.57,33.14,33.35,31.88,30.79,30.82,29.90,26.41,22.21
1,0.31,0.29,0.32,0.33,0.35,0.35,0.29,0.32,0.33,0.30,0.34,0.39
