,Country,Anomaly,Unc.
0,Afghanistan,-0.154,0.409
1,Albania,-0.589,0.442
2,Algeria,-0.207,0.435
3,Andorra,-0.6579999999999999,0.419
4,Angola,0.036000000000000004,0.27
5,Anguilla,-0.067,0.23199999999999998
6,Antigua and Barb,-0.057,0.433
7,Argentina,-0.095,0.444
8,Armenia,0.446,0.354
9,Aruba,-0.264,0.245
10,Australia,-0.077,0.361
11,Austria,-0.562,0.442
12,Azerbaijan,0.207,0.376
13,Bahamas,-0.7,0.166
14,Bahrain,0.384,0.455
15,Bangladesh,0.027000000000000003,0.387
16,Barbados,-0.07400000000000001,0.456
17,Belarus,0.359,0.39399999999999996
18,Belgium,-0.322,0.512
19,Belize,-0.8590000000000001,0.667
20,Benin,-0.139,0.565
21,Bhutan,-0.08199999999999999,0.46
22,Bolivia,0.071,0.535
23,Bosnia and Herz,-0.838,0.515
24,Botswana,-0.35700000000000004,0.36700000000000005
25,Brazil,0.113,0.42100000000000004
26,British Virgin Is,-0.040999999999999995,0.195
27,Bulgaria,-0.364,0.391
28,Burkina Faso,-0.018000000000000002,0.483
29,Burma,-0.023,0.295
30,Burundi,0.3,0.66
31,Cambodia,-0.139,0.289
32,Cameroon,-0.013000000000000001,0.39299999999999996
33,Canada,0.16899999999999998,0.39299999999999996
34,Cayman Is,-0.662,0.313
35,Central African Rep,0.308,0.5760000000000001
36,Chad,0.177,0.618
37,Chile,-0.195,0.441
38,China,-0.24100000000000002,0.33799999999999997
39,Colombia,-0.16899999999999998,0.354
40,Comoros,-0.284,0.565
41,Congo,0.20199999999999999,0.526
42,Costa Rica,-0.425,0.46299999999999997
43,Croatia,-0.7859999999999999,0.503
44,Cuba,-0.5670000000000001,0.25
45,Curaçao,-0.39299999999999996,0.49200000000000005
46,Cyprus,0.344,0.505
47,Czechia,-0.564,0.27
48,Côte d'Ivoire,-0.325,0.42200000000000004
49,Dem. Rep. Congo,0.324,0.6709999999999999
50,Denmark,0.151,0.368
51,Djibouti,0.20199999999999999,0.542
52,Dominica,-0.098,0.43200000000000005
53,Dominican Rep,-0.10300000000000001,0.431
54,Ecuador,-0.174,0.585
55,Egypt,0.217,0.423
56,El Salvador,-0.483,0.413
57,Eq. Guinea,-0.092,0.391
58,Eritrea,0.467,0.7020000000000001
59,Estonia,0.55,0.447
60,Ethiopia,0.354,0.613
61,Faeroe Is,-0.031,0.34600000000000003
62,Falkland Is,0.027000000000000003,0.54
63,Fiji,-0.409,1.141
64,Finland,0.556,0.365
65,Fr. Polynesia,-0.45,0.436
66,France,-0.5489999999999999,0.445
67,French Guiana,-0.008,0.7509999999999999
68,Gabon,-0.085,0.303
69,Gambia,0.21899999999999997,0.48
70,Gaza Strip,0.34,0.32899999999999996
71,Georgia,0.479,0.249
72,Germany,-0.402,0.45799999999999996
73,Ghana,-0.154,0.5329999999999999
74,Greece,-0.445,0.451
75,Greenland,-0.653,1.281
76,Guadeloupe,-0.105,0.253
77,Guatemala,-0.578,0.37200000000000005
78,Guernsey,-0.31,0.345
79,Guinea,0.22699999999999998,0.602
80,Guinea-Bissau,0.22399999999999998,0.5329999999999999
81,Guyana,0.06,0.381
82,Haiti,-0.17600000000000002,0.426
83,Honduras,-0.614,0.512
84,Hong Kong,-0.41100000000000003,0.381
85,Hungary,-0.64,0.41100000000000003
86,Iceland,0.13699999999999998,0.44
87,India,0.109,0.39399999999999996
88,Indonesia,-0.32,0.36
89,Iran,0.281,0.425
90,Iraq,0.695,0.6709999999999999
91,Ireland,-0.188,0.424
92,Isle of Man,0.042,0.278
93,Israel,0.355,0.483
94,Italy,-0.595,0.38799999999999996
95,Jamaica,-0.43200000000000005,0.28600000000000003
96,Japan,-0.561,0.326
97,Jersey,-0.31,0.345
98,Jordan,0.396,0.541
99,Kazakhstan,0.057999999999999996,0.41100000000000003
100,Kenya,0.33899999999999997,0.7290000000000001
101,Kuwait,0.629,0.503
102,Kyrgyzstan,-0.488,0.365
103,Laos,-0.098,0.406
104,Latvia,0.47100000000000003,0.40399999999999997
105,Lebanon,0.375,0.536
106,Lesotho,-0.594,0.38
107,Liberia,0.15,0.614
108,Libya,-0.064,0.39799999999999996
109,Liechtenstein,-0.541,0.40299999999999997
110,Lithuania,0.358,0.376
111,Luxembourg,-0.39799999999999996,0.541
112,Macao,-0.385,0.376
113,Macedonia,-0.5660000000000001,0.439
114,Madagascar,-0.374,0.609
115,Malawi,-0.386,0.264
116,Malaysia,-0.353,0.395
117,Mali,0.087,0.43200000000000005
118,Malta,0.013999999999999999,0.583
119,Martinique,-0.11699999999999999,0.304
120,Mauritania,0.221,0.42100000000000004
121,Mauritius,-0.171,0.391
122,Mayotte,-0.597,0.371
123,Mexico,-0.33,0.442
