,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-11.90,-17.33,-24.30,-28.74,-30.63,-31.69,-32.97,-33.24,-31.86,-26.81,-18.67,-12.45
1,0.83,0.61,0.59,0.69,0.67,0.62,0.64,0.66,0.62,0.59,0.72,0.91
