,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-3.03,-1.01,3.16,9.07,14.28,17.92,19.54,19.21,15.31,9.82,4.73,-0.30
1,0.33,0.28,0.24,0.25,0.27,0.27,0.26,0.24,0.22,0.22,0.26,0.32
