Country,Anomaly
Afghanistan,
Albania,0.40700000000000003
Algeria,
American Samoa,
Andorra,0.172
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,0.8009999999999999
Azerbaijan,
Bahamas,-0.47100000000000003
Bahrain,
Bangladesh,
Barbados,
Belarus,0.5489999999999999
Belgium,0.32
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,0.607
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,0.38299999999999995
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,0.667
Cuba,
Curaçao,
Cyprus,
Czechia,0.895
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,0.040999999999999995
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,-0.031
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.9159999999999999
Fiji,
Finland,-0.5379999999999999
France,0.22699999999999998
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,0.619
Ghana,
Greece,0.171
Greenland,
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,-0.061
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,0.7190000000000001
Iceland,
India,
Indonesia,
Iran,
Iraq,
Ireland,-0.748
Isle of Man,-0.506
Israel,
Italy,0.41600000000000004
Jamaica,
Japan,
Jersey,-0.061
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,0.321
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,0.643
Lithuania,0.625
Luxembourg,0.428
Macau,
Macedonia,0.40299999999999997
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,0.278
Martinique,
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,0.424
Monaco,0.369
Mongolia,
Montenegro,0.5329999999999999
Montserrat,
Morocco,-0.42
Mozambique,
Myanmar,
Namibia,
Nepal,
Netherlands,0.23199999999999998
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,-0.574
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,0.884
Portugal,-0.397
Puerto Rico,
Qatar,
Reunion,
Romania,0.519
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-0.9009999999999999
Saint Vincent and the Grenadines,
Samoa,
San Marino,0.5329999999999999
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,0.6920000000000001
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,0.747
Slovenia,0.7190000000000001
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,-0.172
Sri Lanka,-0.496
Sudan,
Suriname,
Svalbard and Jan Mayen,-0.461
Sweden,-0.368
Switzerland,0.494
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,0.096
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,0.35100000000000003
United Arab Emirates,
United Kingdom,-0.585
United States of America,
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,-0.434
Global Land,-0.47700000000000004
