,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,14.76,16.96,20.24,23.69,27.38,30.10,30.67,30.37,28.50,24.69,19.81,15.55
1,0.25,0.18,0.15,0.15,0.16,0.17,0.16,0.16,0.17,0.16,0.14,0.22
