,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,12.68,15.04,18.53,22.86,26.93,29.96,29.86,29.75,27.90,23.76,18.35,13.79
1,0.29,0.24,0.24,0.21,0.26,0.24,0.21,0.23,0.29,0.35,0.22,0.32
