,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.48,25.96,25.69,24.57,23.09,22.32,21.19,21.04,21.50,22.24,23.50,24.57
1,0.60,0.59,0.59,0.59,0.59,0.59,0.60,0.59,0.58,0.59,0.61,0.62
