Country,Anomaly
Afghanistan,-0.033
Albania,-0.9329999999999999
Algeria,-0.503
American Samoa,
Andorra,-0.22899999999999998
Angola,
Anguilla,-0.728
Antarctica,
Antigua and Barbuda,-0.653
Argentina,-0.7
Armenia,-0.23800000000000002
Aruba,-0.515
Australia,
Austria,-0.8809999999999999
Azerbaijan,-0.10099999999999999
Bahamas,-0.136
Bahrain,
Bangladesh,-0.5329999999999999
Barbados,-0.687
Belarus,-1.5290000000000001
Belgium,-0.575
Belize,-0.807
Benin,-0.635
Bhutan,-0.505
Bolivia,-1.021
Bosnia and Herzegovina,-0.948
Botswana,
Brazil,
British Virgin Islands,-0.746
Bulgaria,-1.1159999999999999
Burkina Faso,-0.715
Burundi,
Cambodia,-0.371
Cameroon,-0.5539999999999999
Canada,-1.392
Cape Verde,-0.815
Cayman Islands,-0.195
Central African Republic,
Chad,
Chile,-0.7
China,-0.06
Colombia,
Comoros,
Congo,-0.637
Costa Rica,
Croatia,-0.943
Cuba,-0.43700000000000006
Curaçao,-0.632
Cyprus,-0.866
Czechia,-1.042
Côte d'Ivoire,-1.052
Dem. Rep. Congo,
Denmark,-0.9740000000000001
Djibouti,
Dominica,-0.623
Dominican Republic,-0.603
Ecuador,
Egypt,-1.2329999999999999
El Salvador,
Equatorial Guinea,-0.515
Eritrea,
Estonia,-1.8940000000000001
eSwatini,-0.6779999999999999
Ethiopia,
Falkland Islands (Islas Malvinas),-0.33299999999999996
Faroe Islands,-0.32899999999999996
Fiji,
Finland,-1.815
France,-0.36700000000000005
French Guiana,-0.833
French Polynesia,
French Southern and Antarctic Lands,
Gabon,-0.532
Gambia,-0.6629999999999999
Georgia,-0.265
Germany,-0.725
Ghana,-0.696
Greece,-1.051
Greenland,-0.268
Grenada,-0.6920000000000001
Guadeloupe,-0.6579999999999999
Guam,
Guatemala,-0.755
Guernsey,-0.461
Guinea,-0.836
Guinea-Bissau,-0.754
Guyana,-0.802
Haiti,-0.541
Heard Island and McDonald Islands,
Honduras,-0.69
Hong Kong,0.024
Hungary,-1.065
Iceland,0.051
India,-0.41
Indonesia,-0.7829999999999999
Iran,-0.065
Iraq,-0.512
Ireland,-0.303
Isle of Man,-0.304
Israel,-1.143
Italy,-0.665
Jamaica,-0.49200000000000005
Japan,-0.397
Jersey,-0.461
Jordan,-1.058
Kazakhstan,-0.638
Kenya,
Kiribati,
Kuwait,-0.466
Kyrgyzstan,-0.425
Laos,-0.264
Latvia,-1.755
Lebanon,-0.777
Lesotho,
Liberia,-0.88
Libya,-0.838
Liechtenstein,-0.723
Lithuania,-1.6869999999999998
Luxembourg,-0.5379999999999999
Macau,0.032
Macedonia,-1.021
Madagascar,
Malawi,
Malaysia,-0.7020000000000001
Mali,-0.643
Malta,-0.386
Martinique,-0.701
Mauritania,-0.512
Mauritius,
Mayotte,
Mexico,-0.633
Micronesia,
Moldova,-1.1640000000000001
Monaco,-0.639
Mongolia,-0.016
Montenegro,-0.9259999999999999
Montserrat,-0.648
Morocco,-0.38299999999999995
Mozambique,
Myanmar,-0.693
Namibia,
Nepal,-0.40399999999999997
Netherlands,-0.608
New Caledonia,-0.525
New Zealand,-0.522
Nicaragua,-0.56
Niger,
Nigeria,-0.5720000000000001
Niue,
North Korea,0.049
Northern Mariana Islands,
Norway,-1.298
Oman,
Pakistan,-0.187
Palau,
Palestina,-0.904
Panama,
Papua New Guinea,
Paraguay,-1.0659999999999998
Peru,
Philippines,
Poland,-1.3090000000000002
Portugal,-0.027999999999999997
Puerto Rico,-0.665
Qatar,
Reunion,
Romania,-1.19
Russia,-0.49700000000000005
Rwanda,
Saint Barthélemy,-0.72
Saint Kitts and Nevis,-0.672
Saint Lucia,-0.659
Saint Martin,-0.728
Saint Pierre and Miquelon,-1.9
Saint Vincent and the Grenadines,-0.645
Samoa,
San Marino,-0.821
Sao Tome and Principe,-0.639
Saudi Arabia,
Senegal,-0.653
Serbia,-1.124
Seychelles,
Sierra Leone,-0.915
Singapore,-0.976
Sint Maarten,-0.728
Slovakia,-1.222
Slovenia,-0.9
Solomon Islands,
Somalia,
South Africa,-0.639
South Georgia and the South Sandwich Isla,-0.667
South Korea,-0.055999999999999994
Spain,-0.047
Sri Lanka,-0.27
Sudan,
Suriname,-0.799
Svalbard and Jan Mayen,-0.294
Sweden,-1.6740000000000002
Switzerland,-0.466
Syria,-0.61
Taiwan,0.141
Tajikistan,-0.303
Tanzania,
Thailand,-0.45299999999999996
Timor-Leste,
Togo,-0.6609999999999999
Tonga,
Trinidad and Tobago,-0.6709999999999999
Tunisia,-0.44299999999999995
Turkey,-0.645
Turkmenistan,0.132
Turks and Caicas Islands,-0.436
Uganda,
Ukraine,-1.05
United Arab Emirates,
United Kingdom,-0.43200000000000005
United States of America,-1.06
Uruguay,-0.8320000000000001
Uzbekistan,-0.049
Venezuela,-0.7070000000000001
Vietnam,-0.21
Virgin Islands,-0.687
Western Sahara,-0.42100000000000004
Yemen,
Zambia,
Zimbabwe,
Åland,-1.919
Global Land,-0.6609999999999999
