,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,27.07,27.05,26.99,26.80,26.87,26.54,26.17,26.11,26.22,26.27,26.77,26.94
1,0.29,0.26,0.25,0.24,0.25,0.26,0.26,0.27,0.26,0.25,0.26,0.29
