,Country,Anomaly,Unc.
0,Afghanistan,0.539,0.179
1,Albania,0.551,0.152
2,Algeria,0.572,0.185
3,Andorra,0.886,0.087
4,Angola,0.189,0.191
5,Anguilla,0.052,0.113
6,Antarctica,,
7,Antigua and Barb,0.081,0.122
8,Argentina,-0.162,0.08
9,Armenia,0.278,0.228
10,Aruba,0.049,0.204
11,Australia,-0.081,0.107
12,Austria,0.268,0.129
13,Azerbaijan,-0.052,0.24
14,Bahamas,0.355,0.136
15,Bahrain,0.592,0.514
16,Bangladesh,0.024,0.081
17,Barbados,-0.037,0.194
18,Belarus,-0.766,0.103
19,Belgium,0.239,0.091
20,Belize,0.528,0.283
21,Benin,0.258,0.148
22,Bhutan,0.125,0.141
23,Bolivia,-0.461,0.202
24,Bosnia and Herz,0.426,0.147
25,Botswana,0.586,0.169
26,Brazil,-0.208,0.105
27,British Virgin Is,0.032,0.131
28,Bulgaria,0.086,0.154
29,Burkina Faso,0.39,0.219
30,Burma,0.253,0.212
31,Burundi,-0.089,0.122
32,Cambodia,0.052,0.167
33,Cameroon,0.295,0.344
34,Canada,0.256,0.12
35,Cayman Is,0.349,0.171
36,Central African Rep,0.222,0.364
37,Chad,0.185,0.263
38,Chile,-0.102,0.141
39,China,-0.103,0.072
40,Colombia,-0.112,0.146
41,Comoros,-0.053,0.143
42,Congo,0.366,0.201
43,Costa Rica,0.225,0.199
44,Croatia,0.32,0.15
45,Cuba,0.19,0.14
46,Curaçao,-0.013,0.24
47,Cyprus,0.737,0.09
48,Czechia,-0.18,0.198
49,Côte d'Ivoire,0.25,0.106
50,Dem. Rep. Congo,0.098,0.169
51,Denmark,-0.526,0.08
52,Djibouti,0.175,0.25
53,Dominica,0.049,0.17
54,Dominican Rep,0.194,0.247
55,Ecuador,-0.012,0.132
56,Egypt,0.232,0.175
57,El Salvador,0.577,0.291
58,Eq. Guinea,0.264,0.289
59,Eritrea,0.044,0.244
60,Estonia,-0.668,0.126
61,Ethiopia,0.047,0.171
62,Faeroe Is,0.143,0.186
63,Falkland Is,-0.078,0.253
64,Fiji,0.332,0.64
65,Finland,0.108,0.133
66,Fr. Polynesia,0.219,0.172
67,Fr. S. Antarctic Lands,,
68,France,0.736,0.052
69,French Guiana,-0.127,0.171
70,Gabon,0.281,0.359
71,Gambia,-0.072,0.271
72,Gaza Strip,0.655,0.166
73,Georgia,0.034,0.17
74,Germany,-0.091,0.061
75,Ghana,0.257,0.163
76,Greece,0.487,0.112
77,Greenland,2.27,0.536
78,Guadeloupe,0.052,0.104
79,Guam,-0.173,0.277
80,Guatemala,0.446,0.197
81,Guernsey,0.244,0.165
82,Guinea,0.065,0.152
83,Guinea-Bissau,-0.052,0.241
84,Guyana,-0.23,0.224
85,Haiti,0.128,0.244
86,Heard I. and McDonald Is,,
87,Honduras,0.536,0.228
88,Hong Kong,-0.523,0.245
89,Hungary,-0.003,0.17
90,Iceland,0.519,0.077
91,India,0.161,0.052
92,Indonesia,0.139,0.254
93,Iran,0.338,0.238
94,Iraq,0.721,0.327
95,Ireland,-0.244,0.143
96,Isle of Man,-0.117,0.124
97,Israel,0.563,0.152
98,Italy,0.611,0.122
99,Jamaica,0.048,0.292
100,Japan,-0.834,0.077
101,Jersey,0.244,0.165
102,Jordan,0.608,0.204
103,Kazakhstan,-0.297,0.154
104,Kenya,0.003,0.142
105,Kuwait,0.656,0.292
106,Kyrgyzstan,0.218,0.111
107,Laos,0.111,0.359
108,Latvia,-0.715,0.133
109,Lebanon,0.743,0.146
110,Lesotho,0.351,0.253
111,Liberia,0.115,0.137
112,Libya,0.513,0.407
113,Liechtenstein,0.731,0.201
114,Lithuania,-0.837,0.234
115,Luxembourg,0.405,0.097
116,Macao,-0.577,0.246
117,Macedonia,0.444,0.165
118,Madagascar,-0.092,0.205
119,Malawi,-0.119,0.103
120,Malaysia,0.11,0.178
121,Mali,0.206,0.274
122,Malta,0.941,0.139
123,Martinique,0.002,0.114
124,Mauritania,0.114,0.331
125,Mauritius,-0.127,0.183
126,Mayotte,-0.052,0.177
127,Mexico,0.057,0.055
128,Moldova,-0.689,0.198
129,Mongolia,-1.243,0.301
130,Montenegro,0.495,0.181
131,Montserrat,0.064,0.113
132,Morocco,0.352,0.174
133,Mozambique,0.05,0.184
134,Namibia,0.165,0.403
135,Nepal,0.319,0.203
136,Netherlands,-0.122,0.057
137,New Caledonia,0.157,0.253
138,New Zealand,-0.463,0.214
139,Nicaragua,0.415,0.181
140,Niger,0.246,0.13
141,Nigeria,0.232,0.223
142,Niue,0.278,0.257
143,North Korea,-1.544,0.189
144,Norway,0.165,0.126
145,Oman,-0.005,0.207
146,Pakistan,0.442,0.09
147,Palau,0.293,0.327
148,Palestine,0.501,0.252
149,Panama,-0.024,0.244
150,Papua New Guinea,0.242,0.161
151,Paraguay,-0.566,0.139
152,Peru,-0.105,0.139
153,Philippines,0.213,0.446
154,Poland,-0.69,0.128
155,Portugal,0.458,0.182
156,Puerto Rico,0.092,0.117
157,Qatar,0.399,0.345
158,Reunion,-0.077,0.237
159,Romania,-0.222,0.29
160,Russia,-0.01,0.078
161,Rwanda,-0.101,0.111
162,S. Geo. and the Is,0.182,0.389
163,Saint Lucia,-0.067,0.139
164,Samoa,0.395,0.214
165,San Marino,0.497,0.162
166,Saudi Arabia,0.288,0.262
167,Senegal,-0.007,0.314
168,Serbia,0.26,0.17
169,Seychelles,0.029,0.177
170,Sierra Leone,0.052,0.219
171,Singapore,0.076,0.152
172,Slovakia,-0.238,0.22
173,Slovenia,0.26,0.169
174,Solomon Is,0.305,0.224
175,Somalia,0.026,0.302
176,South Africa,0.355,0.121
177,South Korea,-1.309,0.09
178,Spain,0.711,0.123
179,Sri Lanka,0.022,0.107
180,St. Pierre and Miquelon,-0.243,0.128
181,St. Vin. and Gren,-0.093,0.109
182,Sudan,0.076,0.351
183,Suriname,-0.175,0.185
184,Svalbard and Jan Mayen,0.959,0.634
185,Swaziland,0.359,0.272
186,Sweden,-0.03,0.086
187,Switzerland,0.723,0.101
188,Syria,0.783,0.211
189,São Tomé and Principe,0.361,0.19
190,Taiwan,-0.505,0.102
191,Tajikistan,0.375,0.057
192,Tanzania,-0.188,0.184
193,Thailand,0.178,0.25
194,Timor-Leste,0.112,0.455
195,Togo,0.267,0.186
