Country,Anomaly
Afghanistan,-0.125
Albania,0.098
Algeria,0.003
American Samoa,-0.034
Andorra,0.26
Angola,0.057
Anguilla,-0.218
Antarctica,
Antigua and Barbuda,-0.233
Argentina,-0.131
Armenia,-0.249
Aruba,-0.21600000000000003
Australia,-0.215
Austria,0.129
Azerbaijan,-0.233
Bahamas,0.021
Bahrain,-0.18100000000000002
Bangladesh,-0.155
Barbados,-0.247
Belarus,0.138
Belgium,0.172
Belize,-0.026000000000000002
Benin,0.135
Bhutan,-0.054000000000000006
Bolivia,-0.149
Bosnia and Herzegovina,0.131
Botswana,-0.035
Brazil,-0.163
British Virgin Islands,-0.218
Bulgaria,0.008
Burkina Faso,0.092
Burundi,-0.018000000000000002
Cambodia,-0.13
Cameroon,0.177
Canada,0.053
Cape Verde,-0.047
Cayman Islands,0.013999999999999999
Central African Republic,0.11800000000000001
Chad,0.078
Chile,-0.14400000000000002
China,-0.035
Colombia,-0.204
Comoros,-0.012
Congo,0.22
Costa Rica,-0.141
Croatia,0.138
Cuba,-0.098
Curaçao,-0.21100000000000002
Cyprus,-0.040999999999999995
Czechia,0.099
Côte d'Ivoire,0.032
Dem. Rep. Congo,0.10400000000000001
Denmark,0.25
Djibouti,-0.032
Dominica,-0.25
Dominican Republic,-0.18899999999999997
Ecuador,-0.218
Egypt,-0.113
El Salvador,-0.057
Equatorial Guinea,0.17
Eritrea,-0.142
Estonia,0.385
eSwatini,0.049
Ethiopia,-0.026000000000000002
Falkland Islands (Islas Malvinas),-0.127
Faroe Islands,0.335
Fiji,-0.122
Finland,0.616
France,0.198
French Guiana,-0.159
French Polynesia,-0.016
French Southern and Antarctic Lands,
Gabon,0.14800000000000002
Gambia,-0.013000000000000001
Georgia,-0.281
Germany,0.163
Ghana,0.062
Greece,0.03
Greenland,0.49
Grenada,-0.252
Guadeloupe,-0.253
Guam,-0.121
Guatemala,-0.023
Guernsey,0.14300000000000002
Guinea,-0.05
Guinea-Bissau,-0.039
Guyana,-0.239
Haiti,-0.174
Heard Island and McDonald Islands,
Honduras,-0.065
Hong Kong,-0.099
Hungary,0.10099999999999999
Iceland,0.409
India,-0.163
Indonesia,-0.139
Iran,-0.172
Iraq,-0.19399999999999998
Ireland,0.142
Isle of Man,0.21899999999999997
Israel,-0.057999999999999996
Italy,0.162
Jamaica,-0.18899999999999997
Japan,-0.315
Jersey,0.14300000000000002
Jordan,-0.10099999999999999
Kazakhstan,-0.374
Kenya,0.023
Kiribati,-0.038
Kuwait,-0.226
Kyrgyzstan,-0.409
Laos,-0.122
Latvia,0.324
Lebanon,-0.043
Lesotho,-0.009000000000000001
Liberia,-0.055
Libya,-0.053
Liechtenstein,0.17
Lithuania,0.259
Luxembourg,0.16399999999999998
Macau,-0.095
Macedonia,0.079
Madagascar,-0.08199999999999999
Malawi,-0.087
Malaysia,-0.135
Mali,0.005
Malta,0.20800000000000002
Martinique,-0.26
Mauritania,-0.019
Mauritius,-0.106
Mayotte,-0.042
Mexico,0.071
Micronesia,-0.075
Moldova,-0.1
Monaco,0.207
Mongolia,-0.275
Montenegro,0.133
Montserrat,-0.251
Morocco,0.024
Mozambique,-0.105
Myanmar,-0.13699999999999998
Namibia,0.008
Nepal,-0.152
Netherlands,0.18
New Caledonia,-0.084
New Zealand,-0.39
Nicaragua,-0.099
Niger,0.023
Nigeria,0.154
Niue,-0.026000000000000002
North Korea,-0.077
Northern Mariana Islands,-0.091
Norway,0.429
Oman,-0.203
Pakistan,-0.12300000000000001
Palau,-0.076
Palestina,-0.09699999999999999
Panama,-0.175
Papua New Guinea,-0.045
Paraguay,-0.133
Peru,-0.20199999999999999
Philippines,-0.11699999999999999
Poland,0.154
Portugal,0.125
Puerto Rico,-0.231
Qatar,-0.185
Reunion,-0.048
Romania,-0.019
Russia,0.26
Rwanda,-0.022000000000000002
Saint Barthélemy,-0.18899999999999997
Saint Kitts and Nevis,-0.249
Saint Lucia,-0.261
Saint Martin,-0.218
Saint Pierre and Miquelon,-0.125
Saint Vincent and the Grenadines,-0.26899999999999996
Samoa,-0.043
San Marino,0.138
Sao Tome and Principe,0.172
Saudi Arabia,-0.174
Senegal,-0.027000000000000003
Serbia,0.094
Seychelles,-0.027999999999999997
Sierra Leone,-0.064
Singapore,-0.146
Sint Maarten,-0.218
Slovakia,0.078
Slovenia,0.135
Solomon Islands,-0.11800000000000001
Somalia,-0.005
South Africa,-0.013999999999999999
South Georgia and the South Sandwich Isla,-0.19399999999999998
South Korea,-0.14
Spain,0.175
Sri Lanka,-0.062
Sudan,-0.07400000000000001
Suriname,-0.21600000000000003
Svalbard and Jan Mayen,0.563
Sweden,0.461
Switzerland,0.161
Syria,-0.14400000000000002
Taiwan,-0.16899999999999998
Tajikistan,-0.359
Tanzania,-0.009000000000000001
Thailand,-0.146
Timor-Leste,-0.239
Togo,0.105
Tonga,-0.064
Trinidad and Tobago,-0.242
Tunisia,0.146
Turkey,-0.19399999999999998
Turkmenistan,-0.289
Turks and Caicas Islands,-0.126
Uganda,-0.034
Ukraine,-0.08800000000000001
United Arab Emirates,-0.204
United Kingdom,0.18899999999999997
United States of America,0.132
Uruguay,-0.14
Uzbekistan,-0.336
Venezuela,-0.275
Vietnam,-0.098
Virgin Islands,-0.21600000000000003
Western Sahara,-0.027000000000000003
Yemen,-0.13
Zambia,-0.034
Zimbabwe,-0.053
Åland,0.434
Global Land,-0.023
