,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-7.30,-5.13,0.99,8.20,14.50,19.16,21.12,19.64,15.27,8.18,0.26,-5.28
1,0.12,0.12,0.11,0.10,0.11,0.13,0.12,0.11,0.12,0.11,0.11,0.12
