,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,13.63,15.62,18.87,23.07,26.95,29.63,30.06,29.96,27.96,24.62,19.53,14.96
1,0.27,0.24,0.20,0.21,0.25,0.24,0.22,0.22,0.22,0.20,0.24,0.27
