,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-11.90,-9.79,-5.83,0.98,8.04,13.45,16.23,15.04,10.23,3.67,-3.75,-9.64
1,0.17,0.16,0.12,0.12,0.14,0.16,0.16,0.14,0.12,0.12,0.12,0.15
