,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,26.94,27.10,27.16,27.06,26.95,26.69,26.24,26.17,26.38,26.41,26.67,26.74
1,0.28,0.28,0.29,0.28,0.30,0.32,0.29,0.28,0.28,0.28,0.29,0.29
