,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,19.26,19.39,19.37,19.16,19.40,19.11,19.17,19.94,20.03,19.45,18.99,18.92
1,0.29,0.29,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.30
