,Country,Anomaly,Unc.
0,Albania,0.414,1.1520000000000001
1,Andorra,0.379,1.18
2,Austria,0.544,1.222
3,Bahamas,,
4,Belarus,-0.204,1.1179999999999999
5,Belgium,0.40700000000000003,1.305
6,Bosnia and Herz,0.5329999999999999,1.212
7,Bulgaria,0.28800000000000003,1.198
8,Croatia,0.5760000000000001,1.227
9,Czechia,0.326,0.745
10,Denmark,-0.114,1.281
11,Estonia,-0.555,0.867
12,Faeroe Is,0.040999999999999995,0.9
13,Finland,-0.539,1.16
14,France,0.402,1.253
15,Germany,0.31,1.227
16,Greenland,,
17,Guernsey,0.33299999999999996,0.5329999999999999
18,Hungary,0.325,1.265
19,Ireland,0.017,1.248
20,Isle of Man,0.14300000000000002,0.49
21,Italy,0.619,1.135
22,Jersey,0.33299999999999996,0.5329999999999999
23,Latvia,-0.461,0.961
24,Liechtenstein,0.6990000000000001,1.2590000000000001
25,Lithuania,-0.336,1.1
26,Luxembourg,0.43200000000000005,1.3019999999999998
27,Macedonia,0.369,1.186
28,Malta,0.455,1.073
29,Mauritius,,
30,Mayotte,,
31,Moldova,0.059000000000000004,1.26
32,Montenegro,0.474,1.188
33,Morocco,,
34,Netherlands,0.322,1.3030000000000002
35,Norway,-0.149,1.391
36,Poland,0.04,1.273
37,Portugal,0.13,1.03
38,Reunion,,
39,Romania,0.20800000000000002,1.237
40,San Marino,0.701,1.177
41,Serbia,0.423,0.711
42,Slovakia,0.19699999999999998,1.26
43,Slovenia,0.654,1.2209999999999999
44,Spain,0.23199999999999998,1.079
45,St. Pierre and Miquelon,-0.261,1.046
46,Svalbard and Jan Mayen,,
47,Sweden,-0.42100000000000004,1.278
48,Switzerland,0.608,1.281
49,Tunisia,,
50,Ukraine,-0.06,1.23
51,United Kingdom,0.055999999999999994,1.319
52,United States,,
53,Åland,-0.742,0.857
