,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,26.93,28.52,29.17,28.53,27.60,26.08,25.08,24.85,25.44,26.24,26.91,26.44
1,0.19,0.22,0.24,0.22,0.19,0.19,0.17,0.22,0.27,0.23,0.19,0.19
