,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-1.39,0.70,4.21,8.52,13.13,16.76,18.41,17.90,14.64,9.56,4.66,0.07
1,1.03,0.97,0.97,0.99,1.00,1.00,1.01,0.98,0.96,0.97,1.00,1.05
