,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-13.43,-12.27,-4.51,7.66,15.80,20.89,23.17,20.82,14.87,5.63,-2.93,-9.46
1,0.20,0.17,0.18,0.17,0.17,0.20,0.18,0.17,0.17,0.16,0.17,0.20
