,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-11.09,-11.25,-6.59,-0.54,6.35,12.59,14.95,13.30,7.91,1.78,-3.78,-8.41
1,0.32,0.31,0.28,0.30,0.34,0.36,0.33,0.29,0.28,0.29,0.32,0.33
