,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.45,26.21,27.38,28.05,28.41,28.06,27.67,27.59,27.49,26.70,26.10,25.48
1,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.35
