,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,17.98,20.59,24.97,27.74,28.40,28.18,27.97,28.04,28.01,26.48,22.98,19.07
1,0.22,0.19,0.17,0.18,0.18,0.17,0.18,0.19,0.18,0.17,0.17,0.20
